selection_id,generated_local_station_index,source_station_row_index,legacy_internal_index,station_id,station_name,original_capacity,original_utm_easting_m,original_utm_northing_m,selected_utm_easting_m,selected_utm_northing_m,is_depot,geographic_selection_seed,geographic_regime,replicate,anchor_source_station_row_index,distance_from_anchor_m,selection_order
cb443_V30_compact_r2,13,20,21,2c8b263e-952c-4941-a671-ef0ebb062632,E New York Ave & Troy Ave,21,589803.078,4501809.462,589803.078,4501809.462,False,1781513980,compact,2,0,1000.779347,13
cb443_V30_compact_r2,14,12,13,ea9a19a6-acea-4286-a723-b5481c90a3c0,Rutland Rd & Brooklyn Ave,25,589168.301,4501515.383,589168.301,4501515.383,False,1781513980,compact,2,0,1023.706877,14
cb443_V30_compact_r2,15,9,10,308e055a-b8aa-447d-8803-8677c88af0ba,New York Ave & Hawthorne St,20,588986.341,4501318.914,588986.341,4501318.914,False,1781513980,compact,2,0,1056.479054,15
cb443_V30_compact_r2,16,24,25,c606bae0-889c-47c3-8202-9463ef147655,Lefferts Ave & Albany Ave,24,589585.016,4501874.554,589585.016,4501874.554,False,1781513980,compact,2,0,1109.762189,16
cb443_V30_compact_r2,17,23,24,2053867202510006310,E New York Ave & Utica Ave,22,590298.295,4501861.648,590298.295,4501861.648,False,1781513980,compact,2,0,1114.719953,17
cb443_V30_compact_r2,18,19,20,1835250442210857240,Kingston Ave & E New York Ave,21,589354.322,4501795.171,589354.322,4501795.171,False,1781513980,compact,2,0,1129.182886,18
cb443_V30_compact_r2,19,29,30,8b830188-101e-44bf-a755-5e6c611e3edc,Lefferts Ave & Schenectady Ave,27,590046.659,4501941.195,590046.659,4501941.195,False,1781513980,compact,2,0,1133.933602,19
cb443_V30_compact_r2,20,7,8,39112ced-337f-4b71-9df6-291cd4265cc9,Winthrop St & Nostrand Ave,24,588759.244,4501219.610,588759.244,4501219.610,False,1781513980,compact,2,0,1224.427251,20
cb443_V30_compact_r2,21,21,22,1846449740982645546,Brooklyn Ave & Lefferts Ave,20,589131.083,4501834.013,589131.083,4501834.013,False,1781513980,compact,2,0,1285.619712,21
cb443_V30_compact_r2,22,15,16,bda1fab4-5065-42df-a8ff-514e6064ab6e,Maple St & New York Ave,23,588931.501,4501662.425,588931.501,4501662.425,False,1781513980,compact,2,0,1298.165351,22
cb443_V30_compact_r2,23,34,35,c45aa693-fedd-478f-ade9-bf176c4e32ff,Crown St & Troy Ave,20,589840.888,4502178.512,589840.888,4502178.512,False,1781513980,compact,2,0,1365.571465,23
cb443_V30_compact_r2,24,11,12,0e240143-2f86-4754-8345-4994750d99f1,Nostrand Ave & Rutland Rd,20,588725.590,4501488.991,588725.590,4501488.991,False,1781513980,compact,2,0,1367.011778,24
cb443_V30_compact_r2,25,32,33,efa2a82f-eb4a-4b82-a602-6c42cb984101,Kingston Ave & Montgomery St,19,589371.112,4502086.251,589371.112,4502086.251,False,1781513980,compact,2,0,1382.710410,25
cb443_V30_compact_r2,26,40,41,922763d6-d73c-4678-8bcd-f42ee3a236db,Carroll St & Utica Ave,20,590304.980,4502250.751,590304.980,4502250.751,False,1781513980,compact,2,0,1487.858391,26
cb443_V30_compact_r2,27,41,42,d08be53f-9691-4d6f-81f3-7d052abb7dd6,Albany Ave & Carroll St,19,589619.631,4502299.075,589619.631,4502299.075,False,1781513980,compact,2,0,1513.209954,27
cb443_V30_compact_r2,28,30,31,aba6e644-3ac8-4cdc-9bc6-763e9d82dee9,Empire Blvd & New York Ave,23,588949.507,4501994.595,588949.507,4501994.595,False,1781513980,compact,2,0,1524.301661,28
cb443_V30_compact_r2,29,37,38,b16e9f3f-9b07-486f-a1ca-c76030f5ea64,Carroll St & Rochester Ave,21,590577.440,4502230.753,590577.440,4502230.753,False,1781513980,compact,2,0,1563.172988,29
cb443_V30_compact_r2,30,43,44,ecc52c52-e2d9-4e73-8f9c-18ad8e9b0606,Schenectady Ave & President St,22,590103.976,4502373.766,590103.976,4502373.766,False,1781513980,compact,2,0,1570.248786,30
