number,id,arm,stage,path,line,native_incumbent_rounded,solver_seconds_integer_precision,native_value_at_most_final_original_UB_with_rounding,raw_line,scope
33,D3,warm-off,warm_protection_v3,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\D3\warm-off\external\native_logs\L0_terminal_mip.gurobi.log,59,0.046027,44.0,False,H 3693  1175                       0.0460270    0.04135  10.2%   130   44s,native model objective and per-call log precision; original route/F verified only at extraction
33,D3,warm-off,warm_protection_v3,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\D3\warm-off\external\native_logs\L0_terminal_mip.gurobi.log,76,0.0453086,126.0,False,H11555  1230                       0.0453086    0.04249  6.21%   170  126s,native model objective and per-call log precision; original route/F verified only at extraction
33,D3,warm-off,warm_protection_v3,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\D3\warm-off\external\native_logs\L0_terminal_mip.gurobi.log,101,0.0450542,248.0,False,H23919   887                       0.0450542    0.04343  3.60%   188  248s,native model objective and per-call log precision; original route/F verified only at extraction
33,D3,warm-off,warm_protection_v3,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\D3\warm-off\external\native_logs\L0_terminal_mip.gurobi.log,115,0.0450016,311.0,True,*31198   460              30       0.0450016    0.04413  1.94%   189  311s,native model objective and per-call log precision; original route/F verified only at extraction
34,D3,warm-joint,warm_protection_v3,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\D3\warm-joint\external\native_logs\L0_terminal_mip.gurobi.log,66,0.0494687,68.0,False,H 2593   870                       0.0494687    0.04110  16.9%   339   68s,native model objective and per-call log precision; original route/F verified only at extraction
34,D3,warm-joint,warm_protection_v3,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\D3\warm-joint\external\native_logs\L0_terminal_mip.gurobi.log,71,0.048602,85.0,False,* 3343  1000              34       0.0486020    0.04142  14.8%   370   85s,native model objective and per-call log precision; original route/F verified only at extraction
34,D3,warm-joint,warm_protection_v3,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\D3\warm-joint\external\native_logs\L0_terminal_mip.gurobi.log,89,0.0453103,173.0,False,* 8589   845              42       0.0453103    0.04212  7.03%   405  173s,native model objective and per-call log precision; original route/F verified only at extraction
34,D3,warm-joint,warm_protection_v3,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\D3\warm-joint\external\native_logs\L0_terminal_mip.gurobi.log,91,0.0452606,175.0,False,H 8673   836                       0.0452606    0.04213  6.93%   405  175s,native model objective and per-call log precision; original route/F verified only at extraction
34,D3,warm-joint,warm_protection_v3,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\D3\warm-joint\external\native_logs\L0_terminal_mip.gurobi.log,102,0.0450016,231.0,True,H11354   844                       0.0450016    0.04246  5.64%   403  231s,native model objective and per-call log precision; original route/F verified only at extraction
35,D4,warm-off,warm_protection_v3,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\D4\warm-off\external\native_logs\L0_terminal_mip.gurobi.log,70,0.5063433,28.0,True,H  997   523                       0.5063433    0.36230  28.4%  95.6   28s,native model objective and per-call log precision; original route/F verified only at extraction
35,D4,warm-off,warm_protection_v3,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\D4\warm-off\external\native_logs\L0_terminal_mip.gurobi.log,78,0.5063433,62.0,True,H 5907  1333                       0.5063433    0.42594  15.9%  89.0   62s,native model objective and per-call log precision; original route/F verified only at extraction
36,D4,warm-joint,warm_protection_v3,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\D4\warm-joint\external\native_logs\L0.0.1_terminal_mip.gurobi.log,62,0.5064228,6.0,False,H   96    78                       0.5064228    0.43071  15.0%  87.5    6s,native model objective and per-call log precision; original route/F verified only at extraction
36,D4,warm-joint,warm_protection_v3,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\D4\warm-joint\external\native_logs\L0.0.1_terminal_mip.gurobi.log,63,0.5063433,7.0,True,H  208   143                       0.5063433    0.43137  14.8%  64.5    7s,native model objective and per-call log precision; original route/F verified only at extraction
36,D4,warm-joint,warm_protection_v3,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\D4\warm-joint\external\native_logs\L0.0.1_terminal_mip.gurobi.log,67,0.5063433,21.0,True,H 1106   347                       0.5063433    0.44106  12.9%  76.3   21s,native model objective and per-call log precision; original route/F verified only at extraction
