70 5 [30, 30, 30, 30, 30]
{235.9599, 364.3916, 201.8313, 136.2312, 84.4111, 250.3703, 121.1641, 59.5505, 376.9256, 0.0000, 341.8034, 62.5256, 187.0378, 481.3788, 337.9112, 249.5534, 280.4248, 268.8911, 481.4615, 124.8697, 127.4617, 80.3622, 420.9704, 127.1565, 145.0657, 395.2814, 206.5699, 245.9681, 259.9142, 444.4941, 327.3299, 439.9193, 69.4802, 391.3382, 274.5141, 394.8876, 358.3970, 64.9122, 444.4787, 514.1182, 264.4751, 457.4459, 292.8167, 442.2550, 339.6632, 423.0921, 441.9651, 205.5041, 253.9989, 308.5857, 57.3974, 319.7399, 166.4999, 316.9595, 17.0638, 248.1371, 137.3229, 355.3744, 373.9681, 47.3180, 323.2160, 202.5984, 156.3860, 326.6677, 313.1509, 270.5539, 400.3926, 170.4277, 230.5396, 423.4195, 263.3272}
{184.0176, 87.3314, 146.4444, 227.6992, 332.0248, 379.1204, 220.6706, 359.9220, 106.4630, 341.8034, 0.0000, 290.4346, 156.8465, 175.8390, 186.7425, 92.2764, 142.3828, 277.3831, 393.3635, 217.0100, 242.2977, 261.5552, 250.0424, 233.1093, 391.9863, 101.4792, 197.0958, 106.4222, 86.4014, 255.9054, 133.6661, 313.5495, 272.8878, 105.7286, 127.7799, 185.9628, 289.2660, 306.7214, 254.2670, 318.1848, 200.3959, 308.7861, 115.0113, 278.8249, 429.3620, 82.4596, 336.6332, 308.9991, 156.1457, 44.1484, 294.4415, 40.6734, 234.4496, 143.4252, 357.2021, 93.9709, 340.6656, 85.7928, 34.2665, 384.5491, 120.2612, 187.5579, 215.0597, 269.1783, 149.1916, 73.4579, 137.9882, 308.5799, 266.4881, 352.1844, 468.2843}
{173.4450, 323.5455, 160.0362, 74.2207, 59.3230, 212.0327, 76.4141, 112.6514, 317.1324, 62.5256, 290.4346, 0.0000, 142.5372, 421.8008, 275.3863, 198.7390, 218.6231, 211.5783, 424.2561, 77.3683, 64.9372, 39.7018, 358.7010, 106.6779, 134.2156, 336.4403, 186.6389, 189.7136, 213.2812, 382.0927, 265.6990, 379.4066, 29.4987, 332.0386, 213.5307, 332.5063, 299.1944, 85.4776, 382.0578, 451.9277, 202.1654, 396.2018, 232.2328, 380.3413, 300.0352, 372.7150, 382.6808, 155.6162, 226.0694, 254.1743, 63.0100, 264.8045, 104.6041, 254.9918, 79.5273, 198.7399, 104.3962, 314.8207, 321.1878, 109.7568, 262.1250, 140.2943, 94.1655, 267.0393, 251.0232, 222.2609, 339.5377, 122.4617, 172.8428, 366.1379, 247.8414}
{140.4118, 181.0145, 19.2435, 101.6096, 194.2343, 295.6344, 67.0330, 203.3167, 214.9505, 187.0378, 156.8465, 142.5372, 0.0000, 313.8647, 221.5801, 66.7473, 150.0754, 232.8513, 419.3579, 65.1970, 115.0674, 108.1919, 309.1232, 79.3174, 264.5884, 227.2236, 89.0373, 81.1020, 72.8991, 326.5450, 186.3100, 353.2780, 120.0682, 225.7456, 134.9150, 261.2221, 292.5496, 150.2540, 325.7366, 398.2578, 175.8665, 360.8825, 145.6515, 336.5984, 369.8781, 236.7469, 366.8533, 222.4740, 99.7800, 129.8398, 137.6492, 141.7530, 133.4044, 182.6017, 201.7255, 63.1873, 219.5542, 172.3147, 190.2457, 228.2485, 176.4115, 112.9799, 101.9518, 261.7075, 182.5080, 84.0478, 244.5243, 205.4899, 202.4954, 365.2288, 363.4484}
{261.8860, 239.4039, 309.3833, 348.6684, 446.7395, 429.1395, 366.5860, 512.1858, 104.6893, 481.3788, 175.8390, 421.8008, 313.8647, 0.0000, 185.3703, 248.2467, 208.7107, 312.9223, 319.4545, 361.1750, 360.7814, 403.2898, 176.9057, 393.1724, 488.0403, 87.0379, 370.6583, 238.1473, 254.5912, 163.6348, 163.1545, 241.8795, 412.8156, 90.1132, 209.5533, 130.8132, 269.6454, 460.7111, 161.5123, 193.1507, 251.8373, 222.7717, 190.1821, 195.2917, 445.4407, 147.2820, 270.2307, 376.0513, 331.9519, 185.4394, 444.0047, 173.5206, 334.3983, 177.0163, 498.1408, 253.7791, 436.0079, 243.1017, 145.3673, 527.7708, 162.5355, 286.9331, 330.1045, 269.3030, 183.1721, 240.6983, 87.4053, 391.5279, 324.3430, 302.3473, 530.0571}
{102.1085, 273.3279, 228.9725, 202.7897, 283.7718, 243.7775, 245.2306, 382.2814, 105.5209, 337.9112, 186.7425, 275.3863, 221.5801, 185.3703, 0.0000, 180.5221, 71.5520, 127.5598, 210.5700, 238.5529, 210.4567, 270.6301, 88.2910, 289.2148, 312.0043, 130.2519, 306.4166, 146.1725, 204.4424, 108.6393, 53.0913, 135.4686, 276.7308, 121.2427, 87.8498, 61.9391, 103.9816, 337.8846, 108.2804, 180.4107, 76.2366, 139.7469, 84.0845, 115.0773, 265.9606, 236.7760, 154.3128, 193.9706, 292.7613, 152.2685, 316.4600, 148.7809, 173.3212, 45.6453, 354.8932, 188.9769, 261.9567, 270.5145, 187.4656, 385.0813, 66.6770, 136.6975, 182.4723, 90.5281, 42.2183, 195.1211, 101.2944, 214.2884, 142.1588, 165.7541, 344.8565}
{127.5817, 136.8015, 61.3024, 140.0582, 243.0646, 312.9136, 128.4678, 269.6948, 152.3470, 249.5534, 92.2764, 198.7390, 66.7473, 248.2467, 180.5221, 0.0000, 112.1536, 227.7445, 388.6539, 124.7352, 154.8483, 169.2815, 263.6618, 145.6783, 307.0857, 162.2517, 131.3952, 37.8444, 27.4941, 277.7767, 135.8850, 315.9407, 180.6165, 161.5697, 94.2378, 208.8488, 267.8163, 216.7900, 276.6813, 347.9470, 156.8333, 319.2356, 97.0728, 292.3725, 376.1134, 174.1256, 333.4437, 239.5797, 112.2704, 63.2659, 203.1726, 75.2244, 155.5860, 136.4374, 265.0326, 8.4588, 257.4757, 129.4820, 124.6583, 292.6267, 123.7300, 115.7099, 130.6879, 240.3689, 138.5109, 27.1684, 183.4423, 231.8674, 206.1507, 338.5918, 393.4749}
{53.8934, 222.8705, 157.5453, 144.4025, 238.3550, 242.3869, 178.1279, 319.7939, 106.2805, 280.4248, 142.3828, 218.6231, 150.0754, 208.7107, 71.5520, 112.1536, 0.0000, 135.3792, 276.5610, 171.6404, 154.9265, 207.6010, 159.1752, 219.4348, 280.9038, 129.9504, 235.1190, 75.9067, 137.8633, 177.5886, 47.2240, 205.3182, 215.1407, 123.1765, 18.0554, 116.9420, 156.8076, 272.7098, 176.9372, 249.6005, 58.4908, 211.1764, 27.9845, 186.5231, 287.1596, 210.7970, 221.6376, 177.4157, 224.0306, 100.2200, 252.4105, 101.7209, 125.7258, 36.7901, 297.4770, 120.5583, 228.4758, 218.3553, 155.2423, 327.6838, 46.2850, 79.3214, 124.6263, 131.5345, 34.1847, 130.4666, 122.8286, 186.4454, 129.3716, 226.6793, 337.4657}
{100.1759, 354.5918, 248.4511, 158.4390, 194.7157, 116.2182, 219.4616, 323.9866, 225.8082, 268.8911, 277.3831, 211.5783, 232.8513, 312.9223, 127.5598, 227.7445, 135.3792, 0.0000, 212.7844, 213.1742, 156.6722, 225.4264, 178.4481, 271.5863, 199.7818, 251.2779, 320.5704, 190.8597, 255.2179, 204.3555, 161.8455, 176.4317, 226.0703, 242.8157, 149.6948, 186.2958, 91.6696, 292.4552, 205.1822, 264.1543, 77.0038, 198.0956, 163.2826, 190.8827, 152.0163, 345.0953, 174.3814, 77.0787, 328.2018, 234.2800, 268.9788, 236.8300, 115.1425, 147.3537, 284.2949, 234.9458, 156.6122, 349.1677, 290.1879, 312.3139, 170.3891, 120.0138, 143.5859, 63.2164, 140.3070, 252.2371, 227.8479, 107.9172, 38.7552, 154.6735, 217.4489}
{280.3464, 480.6922, 430.3953, 366.3267, 404.6641, 272.5682, 423.6579, 536.7534, 295.1711, 481.4615, 393.3635, 424.2561, 419.3579, 319.4545, 210.5700, 388.6539, 276.5610, 212.7844, 0.0000, 416.9924, 366.9566, 435.6740, 149.5158, 474.1420, 393.0766, 313.5635, 507.8051, 352.2821, 413.7904, 156.4051, 262.2035, 81.5305, 437.4106, 305.0594, 294.4183, 213.2712, 128.6509, 503.7400, 158.5276, 148.0974, 244.2890, 96.6915, 294.1145, 125.3241, 221.0351, 427.7171, 56.7444, 280.5174, 500.5663, 362.2131, 480.3586, 357.6932, 324.4562, 256.2152, 496.6232, 397.0795, 360.3950, 478.7103, 387.3126, 524.1113, 276.0096, 312.9105, 348.8110, 161.1550, 252.4570, 405.1649, 272.4637, 315.2762, 251.4506, 58.1200, 356.7047}
{140.7128, 246.1836, 82.7584, 56.7856, 130.9166, 252.0073, 6.7767, 151.2952, 257.9352, 124.8697, 217.0100, 77.3683, 65.1970, 361.1750, 238.5529, 124.7352, 171.6404, 213.1742, 416.9924, 0.0000, 64.9538, 44.5471, 326.3748, 58.4192, 203.4771, 274.2928, 122.2666, 123.2822, 136.7715, 347.1222, 215.8324, 359.8836, 55.9661, 271.1829, 161.4400, 288.5398, 288.3616, 101.5743, 346.6873, 418.9636, 175.8426, 372.0754, 177.5613, 351.4867, 333.4340, 298.5879, 368.7787, 182.5680, 153.4359, 184.1150, 82.9967, 195.4539, 99.4245, 208.0671, 140.5714, 123.6308, 162.3145, 237.4527, 249.1010, 168.8248, 209.1347, 105.7247, 69.6090, 255.8467, 205.8123, 146.5517, 284.1207, 158.3437, 177.0697, 360.0941, 308.5906}
{108.5171, 288.9606, 134.3106, 14.7903, 90.0818, 187.1317, 69.7393, 174.4085, 256.2079, 127.4617, 242.2977, 64.9372, 115.0674, 360.7814, 210.4567, 154.8483, 154.9265, 156.6722, 366.9566, 64.9538, 0.0000, 68.8584, 294.2116, 120.7057, 152.6023, 276.8074, 186.4800, 136.7984, 175.1614, 317.3829, 202.1442, 317.5632, 70.7508, 271.7631, 151.3457, 267.7438, 239.7412, 136.8434, 317.3160, 387.5243, 137.7379, 333.2406, 170.6008, 316.3943, 268.7661, 324.5093, 322.6286, 117.8919, 212.6765, 202.3200, 113.5522, 211.8962, 42.5695, 190.9159, 144.4618, 157.1750, 104.9580, 280.8746, 270.4354, 174.6799, 199.4568, 75.8773, 30.6774, 207.1621, 186.6928, 181.0906, 276.9629, 93.7128, 118.5882, 309.0843, 248.4852}
{169.3243, 288.1928, 124.3874, 70.3276, 98.7347, 242.7067, 41.3009, 112.2137, 299.3417, 80.3622, 261.5552, 39.7018, 108.1919, 403.2898, 270.6301, 169.2815, 207.6010, 225.4264, 435.6740, 44.5471, 68.8584, 0.0000, 356.9694, 67.5172, 173.5968, 316.7024, 146.9569, 166.3677, 180.6719, 379.0311, 253.4619, 384.5143, 11.9879, 313.1794, 199.4915, 324.1355, 308.1170, 68.7364, 378.7755, 450.2334, 202.0205, 399.0149, 216.8404, 380.5849, 328.7903, 343.0713, 390.6415, 179.9600, 186.8759, 228.3238, 46.1161, 239.5509, 111.2279, 244.3873, 96.2553, 168.0874, 140.3534, 279.3224, 293.6153, 124.9971, 247.9895, 134.1053, 89.7701, 275.4735, 241.3655, 190.8250, 324.2795, 149.8609, 187.1399, 377.8611, 285.7268}
{187.6451, 336.8487, 315.5387, 287.9106, 360.2115, 286.3839, 333.0857, 467.8243, 147.4025, 420.9704, 250.0424, 358.7010, 309.1232, 176.9057, 88.2910, 263.6618, 159.1752, 178.4481, 149.5158, 326.3748, 294.2116, 356.9694, 0.0000, 377.5025, 377.2007, 164.4022, 392.4369, 231.6514, 285.4317, 25.9112, 128.0922, 68.1695, 362.4034, 156.0796, 174.3935, 64.9130, 104.0982, 424.8406, 26.8310, 93.3599, 156.5377, 58.7449, 166.8505, 29.1647, 281.0226, 278.4398, 95.5558, 254.5846, 374.8437, 224.6154, 403.0091, 217.9992, 254.5849, 127.7474, 437.7697, 272.0059, 330.8624, 335.8177, 240.2402, 467.7182, 141.0454, 222.9227, 267.7512, 118.0505, 126.8992, 274.6254, 123.0519, 281.6476, 206.3689, 125.4678, 387.2290}
{195.5172, 241.0987, 86.6751, 114.5470, 165.9889, 305.4670, 52.2614, 128.5342, 293.6195, 127.1565, 233.1093, 106.6779, 79.3174, 393.1724, 289.2148, 145.6783, 219.4348, 271.5863, 474.1420, 58.4192, 120.7057, 67.5172, 377.5025, 0.0000, 240.8880, 306.4714, 81.2734, 158.1813, 146.8608, 396.9172, 260.2404, 414.8273, 77.2363, 304.8337, 206.6304, 334.7235, 345.5049, 75.6620, 396.3117, 468.9491, 231.3198, 425.6421, 220.1213, 403.6557, 389.1130, 310.1739, 424.9507, 238.3960, 126.8430, 208.9315, 70.4051, 220.8775, 157.6404, 254.5367, 138.4627, 141.2786, 207.2491, 231.9776, 267.1052, 160.5527, 251.6223, 161.4997, 128.0058, 313.1421, 253.3159, 159.6654, 322.5242, 211.6015, 235.4226, 417.5854, 353.0946}
{227.0252, 441.5173, 283.5797, 167.3338, 74.8997, 126.5537, 204.8216, 201.4704, 387.1734, 145.0657, 391.9863, 134.2156, 264.5884, 488.0403, 312.0043, 307.0857, 280.9038, 199.7818, 393.0766, 203.4771, 152.6023, 173.5968, 377.2007, 240.8880, 0.0000, 410.6767, 320.3233, 285.5646, 327.7544, 402.9990, 324.9665, 373.5496, 163.6955, 404.0708, 284.3167, 373.9425, 288.5251, 204.5608, 403.6735, 463.9062, 237.8398, 396.7928, 303.9095, 390.6634, 210.8157, 473.2677, 366.7315, 122.8005, 356.7450, 350.0738, 187.6291, 358.4780, 159.3656, 311.0264, 150.9327, 309.6978, 52.5686, 433.3761, 417.8654, 165.8325, 326.9846, 208.4684, 177.2099, 262.7851, 304.9470, 333.5656, 400.7670, 97.7205, 171.7076, 338.2704, 118.3643}
{183.8098, 181.1563, 223.5490, 264.1275, 364.4793, 365.4979, 279.6436, 425.1969, 25.4703, 395.2814, 101.4792, 336.4403, 227.2236, 87.0379, 130.2519, 162.2517, 129.9504, 251.2779, 313.5635, 274.2928, 276.8074, 316.7024, 164.4022, 306.4714, 410.6767, 0.0000, 288.0973, 151.1527, 171.0446, 164.0821, 90.1183, 232.0340, 326.4196, 9.1239, 127.2016, 100.4066, 230.9334, 373.6736, 162.1962, 220.2336, 181.1018, 221.6628, 107.4624, 191.1872, 395.7011, 114.1644, 258.1884, 305.3150, 253.4629, 100.4867, 357.0491, 88.8699, 253.5746, 104.8717, 411.9475, 168.2324, 358.1717, 182.1826, 80.4540, 441.4179, 84.6318, 204.9234, 246.2335, 220.7557, 111.8363, 157.2661, 41.7332, 316.3139, 255.0475, 281.5807, 463.8487}
