100 5 [30, 30, 30, 30, 30]
{78.3587, 253.4073, 236.2154, 82.8545, 0.0000, 95.6245, 267.8986, 156.9415, 142.9505, 273.6609, 271.2221, 248.2001, 95.9177, 312.0041, 317.5673, 263.1285, 141.3883, 126.2042, 235.0443, 336.6964, 179.3559, 112.8559, 177.4968, 201.6777, 155.7130, 79.0273, 48.3374, 234.8101, 94.6959, 92.8302, 366.6663, 148.4253, 209.0952, 139.2408, 82.7538, 246.2299, 176.1391, 345.8973, 185.1513, 142.1660, 169.2091, 157.5490, 102.2910, 149.8344, 182.9453, 276.4360, 108.5200, 128.9510, 183.5294, 160.6609, 225.6295, 178.1678, 203.5615, 268.9492, 131.6078, 32.8544, 71.3511, 212.8458, 78.7160, 181.9279, 241.6023, 367.4498, 214.8197, 272.6794, 106.9417, 219.8203, 264.9488, 121.6092, 281.5760, 216.7739, 150.7481, 51.2027, 184.9387, 147.0544, 159.8157, 124.4870, 241.7090, 81.4485, 268.9646, 223.4757, 118.7425, 109.1655, 255.2002, 284.4609, 303.4540, 260.7730, 130.0698, 209.8076, 152.8995, 93.4556, 172.7848, 213.7162, 189.8182, 214.2088, 53.5275, 313.3470, 52.6385, 231.4076, 239.6760, 258.5103, 126.2606}
{97.1279, 293.4074, 293.9428, 12.8093, 95.6245, 0.0000, 173.0200, 114.8045, 55.8124, 323.9917, 188.4679, 288.6605, 140.8309, 216.3822, 390.6213, 173.6218, 108.2416, 34.6294, 252.7589, 267.5994, 258.8929, 17.2405, 205.8019, 241.2240, 92.4020, 171.6195, 97.8457, 256.1399, 69.9742, 29.1182, 335.3303, 230.5426, 148.0264, 164.4049, 175.0898, 190.2961, 265.1754, 409.3840, 98.3218, 124.6516, 129.3147, 248.5382, 128.0367, 54.9176, 262.1486, 216.5283, 155.2495, 159.4904, 208.0731, 66.7107, 208.0246, 91.8162, 248.1554, 176.3488, 82.9562, 128.2423, 77.4173, 286.5394, 45.0718, 274.4690, 155.8649, 418.8297, 150.3581, 184.4651, 11.9911, 125.2708, 175.8318, 141.1339, 224.3882, 298.7108, 76.8979, 130.8495, 118.2135, 236.0926, 249.6172, 60.4804, 251.7675, 175.3938, 198.8644, 200.0054, 44.2680, 202.6098, 237.4700, 266.9021, 263.5085, 173.8460, 38.3187, 253.7645, 158.6496, 95.0537, 263.7051, 202.3243, 276.6308, 309.4067, 42.0986, 230.7750, 146.9931, 236.4509, 186.7661, 255.7574, 206.2760}
{240.2733, 397.9272, 419.8039, 185.7884, 267.8986, 173.0200, 0.0000, 181.2930, 128.4973, 437.6776, 140.8799, 394.4502, 300.4169, 53.7755, 528.3898, 102.8229, 193.4007, 141.9661, 336.1590, 179.4092, 426.5938, 156.1273, 342.8411, 353.8565, 177.0411, 344.6314, 267.0748, 343.5303, 217.6575, 186.4261, 319.0279, 387.3187, 190.5594, 281.9726, 343.2547, 171.9915, 437.0931, 533.4376, 94.6146, 216.5544, 220.4774, 421.1358, 280.5136, 123.0766, 414.1038, 173.9660, 294.3830, 307.2166, 311.3015, 107.3146, 254.4692, 100.6405, 365.2276, 81.1432, 173.3979, 300.7309, 238.6183, 431.0313, 206.9829, 440.5602, 71.2575, 525.5975, 183.8339, 59.9641, 162.6769, 48.1770, 52.8923, 262.5682, 185.0050, 466.9190, 136.4642, 302.6891, 136.2708, 399.2114, 413.0870, 160.0640, 324.9983, 348.3783, 137.2992, 240.3901, 169.5928, 375.6298, 315.9118, 293.0735, 248.2202, 117.0959, 138.1489, 369.1797, 258.2868, 245.3819, 428.0411, 260.6888, 447.5744, 482.0969, 214.6737, 162.7123, 319.8761, 306.8185, 177.6066, 309.2107, 362.9233}
{87.8065, 217.5973, 239.0252, 117.7515, 156.9415, 114.8045, 181.2930, 0.0000, 84.0876, 256.5693, 266.0409, 213.8920, 239.4518, 234.9904, 348.9271, 238.0560, 17.6659, 97.0762, 160.1372, 183.2612, 335.9486, 114.8942, 313.9016, 172.5638, 201.1953, 230.9156, 188.7322, 166.3399, 183.0342, 143.6816, 221.3374, 223.5078, 252.4356, 102.8720, 202.1994, 89.5861, 327.9458, 352.1531, 90.1839, 36.3899, 242.6849, 307.6091, 233.4828, 131.9405, 244.3212, 120.2456, 124.5147, 265.1853, 130.1416, 108.1741, 95.8064, 86.2565, 184.0326, 229.3904, 31.9310, 183.7338, 182.8269, 255.7721, 155.6934, 286.6344, 121.7559, 345.9754, 252.3735, 153.5425, 118.3623, 142.3041, 149.9451, 86.8777, 124.7859, 372.4287, 56.0617, 207.5369, 47.2268, 242.7487, 256.2432, 55.3908, 152.9082, 230.6889, 119.0947, 86.1562, 155.6144, 257.3940, 351.9162, 152.9981, 151.4754, 244.8688, 96.9276, 187.9048, 77.0570, 204.8202, 271.6908, 93.6620, 343.2493, 349.1395, 126.1154, 304.5769, 203.8767, 135.3708, 82.7480, 147.9896, 200.8199}
{113.7194, 292.4415, 303.9249, 66.6209, 142.9505, 55.8124, 128.4973, 84.0876, 0.0000, 328.0577, 183.8496, 288.2071, 196.5974, 177.6917, 408.2526, 158.9111, 86.3658, 21.9468, 241.0112, 212.9441, 313.5771, 44.5287, 259.0933, 243.0925, 121.9638, 221.6040, 152.9916, 246.2693, 122.1727, 81.2548, 293.6645, 259.8516, 169.8987, 166.3469, 215.1023, 141.7895, 317.3732, 419.6801, 43.0709, 108.9266, 166.8022, 299.7469, 182.9983, 48.1613, 288.0015, 165.4079, 170.6454, 214.0824, 204.0209, 26.9142, 179.2936, 36.3164, 252.5396, 154.1464, 59.0296, 175.6296, 132.9693, 307.4938, 100.0640, 312.0642, 100.6580, 420.7895, 169.1968, 130.4255, 50.9796, 80.8089, 122.3141, 144.2875, 174.1527, 353.1058, 29.8557, 184.0732, 68.8503, 270.8106, 284.6753, 36.7042, 235.6563, 224.3854, 144.6118, 168.5575, 81.8934, 252.0688, 277.0035, 234.4328, 219.7636, 163.9350, 19.0573, 257.3995, 150.1777, 149.0006, 299.5844, 177.7471, 329.6955, 356.3183, 92.0158, 223.7584, 195.5813, 218.5323, 139.9155, 232.0738, 235.3516}
{227.0246, 43.3759, 43.0383, 316.8005, 273.6609, 323.9917, 437.6776, 256.5693, 328.0577, 0.0000, 508.8977, 45.1893, 361.0284, 491.4359, 115.8371, 486.7901, 246.1162, 329.8602, 113.2059, 378.2471, 370.3660, 335.6197, 439.7354, 85.0069, 413.0647, 282.0511, 321.1470, 103.7853, 362.5836, 342.0891, 283.1777, 156.9558, 469.5261, 162.0617, 222.1171, 295.4565, 332.8891, 97.9302, 346.0911, 222.4879, 438.2745, 313.5689, 373.6944, 368.2006, 131.8293, 317.8754, 170.9731, 395.7035, 126.4277, 354.9448, 201.8226, 341.4500, 76.0563, 481.7811, 270.4729, 266.7062, 343.4274, 100.9533, 338.7888, 204.7207, 374.0237, 95.0856, 473.0175, 403.2397, 334.4022, 398.2422, 401.7391, 184.8997, 312.8808, 386.6447, 307.2677, 304.7672, 301.7191, 184.3653, 185.7312, 291.3857, 131.7169, 274.8171, 342.2323, 215.3431, 366.2310, 282.3574, 528.7732, 208.5253, 275.7198, 490.8378, 331.9184, 70.8079, 180.1446, 366.7253, 191.5453, 188.7537, 350.7765, 293.8739, 298.8931, 550.2159, 271.4863, 146.6269, 286.0240, 164.6951, 164.6192}
{284.3595, 475.0850, 481.2072, 198.3294, 271.2221, 188.4679, 140.8799, 266.0409, 183.8496, 508.8977, 0.0000, 470.6765, 255.0783, 128.5381, 579.0572, 38.0574, 270.1399, 179.1374, 424.8076, 319.4767, 381.2175, 174.5668, 263.6801, 424.4858, 119.8226, 331.0178, 245.6057, 430.1188, 183.9683, 179.3949, 449.0795, 416.4830, 87.1402, 346.9754, 353.9182, 294.1363, 405.7974, 597.0289, 182.5827, 292.7594, 137.5546, 395.5380, 230.2160, 140.7107, 449.2576, 304.3847, 343.0854, 245.5101, 387.0340, 158.0974, 357.7896, 183.7909, 432.8655, 60.7351, 242.8650, 299.4480, 211.1305, 474.7730, 192.6927, 452.4398, 199.1504, 602.8010, 77.8198, 199.2800, 176.9879, 140.3231, 190.7679, 324.0071, 315.3657, 420.1413, 210.0037, 283.4506, 234.9336, 418.1584, 431.0280, 219.4779, 418.8462, 337.4140, 269.7839, 345.4228, 153.0281, 360.4947, 197.6337, 407.4766, 375.2556, 24.3540, 177.2665, 438.1125, 333.6320, 202.9339, 443.9363, 358.7505, 410.9913, 467.9673, 223.7767, 42.4282, 313.2610, 401.4044, 296.9748, 412.3608, 392.6925}
{192.9663, 5.2422, 56.1038, 282.5104, 248.2001, 288.6605, 394.4502, 213.8920, 288.2071, 45.1893, 470.6765, 0.0000, 339.9112, 448.2251, 157.4718, 447.1114, 204.4713, 291.6115, 68.5294, 333.5511, 364.5683, 299.1234, 420.4622, 47.8169, 379.4815, 268.3826, 296.4636, 59.0035, 332.6452, 308.8032, 245.3848, 153.4599, 435.8670, 124.4292, 208.4857, 250.2702, 330.9132, 143.0851, 303.8855, 180.8603, 407.7054, 310.4084, 350.1060, 330.1063, 137.1937, 272.7794, 140.9318, 374.4060, 84.4097, 314.9559, 156.6860, 299.5188, 44.8272, 441.0827, 229.8191, 246.1394, 315.5669, 114.5958, 307.5110, 212.2241, 329.8689, 132.6562, 438.7834, 358.7276, 298.4975, 356.0714, 357.4433, 147.7062, 267.9094, 385.1415, 266.0264, 284.7096, 258.2419, 183.4949, 188.1636, 251.7514, 87.6346, 261.8698, 297.0588, 170.1637, 331.9024, 273.5903, 502.6817, 166.4953, 232.4523, 451.8396, 293.4115, 38.5566, 138.5751, 339.5491, 197.1724, 143.5675, 349.1241, 301.8622, 267.1656, 511.5015, 254.0095, 101.7992, 240.8437, 121.6997, 154.2629}
{172.0761, 345.1523, 320.9267, 131.0602, 95.9177, 140.8309, 300.4169, 239.4518, 196.5974, 361.0284, 255.0783, 339.9112, 0.0000, 333.2242, 387.1268, 260.8181, 226.4662, 175.0179, 330.7948, 407.6053, 128.7524, 153.5503, 81.6793, 294.6771, 138.0833, 93.6309, 51.4634, 330.3098, 82.8427, 117.4717, 457.1598, 217.7254, 173.5757, 235.1411, 144.2438, 324.9436, 150.8205, 423.3755, 238.5733, 232.2655, 122.3763, 141.9616, 25.1565, 178.5375, 252.6443, 353.2726, 203.0313, 34.6758, 279.1654, 202.9046, 318.1528, 232.2841, 295.0888, 274.3399, 209.5802, 94.3480, 63.9454, 286.5522, 97.1878, 224.3888, 295.6751, 452.3282, 181.9950, 322.6110, 146.6275, 256.2467, 313.4590, 217.2991, 360.0757, 168.9107, 215.8360, 56.4784, 255.9182, 204.2747, 213.4726, 194.0399, 337.6238, 101.7934, 338.7245, 314.5293, 130.8305, 116.0444, 174.2990, 377.7308, 390.4026, 253.2470, 178.4768, 301.3577, 247.9368, 55.9056, 221.7684, 307.3089, 156.1343, 217.0890, 113.8043, 293.1934, 91.9816, 327.1465, 319.8762, 353.8005, 200.9779}
{290.9907, 451.6975, 473.2469, 229.1511, 312.0041, 216.3822, 53.7755, 234.9904, 177.6917, 491.4359, 128.5381, 448.2251, 333.2242, 0.0000, 581.4046, 94.4100, 246.8205, 188.2982, 389.6844, 213.1479, 461.4696, 199.1483, 365.6981, 407.5401, 200.4410, 386.4812, 305.4181, 397.1343, 250.8950, 225.1020, 362.5521, 437.5370, 198.9157, 335.2075, 390.0766, 221.6736, 475.8552, 587.0961, 147.3053, 270.0846, 238.3128, 461.1481, 311.3454, 162.8207, 465.2629, 219.7630, 346.2890, 335.2406, 365.0463, 153.9484, 307.0980, 152.9631, 418.8351, 71.4058, 226.0320, 344.5451, 274.4615, 483.2065, 244.9049, 488.4965, 122.5734, 579.3151, 190.6697, 103.0607, 205.1512, 97.3173, 99.2231, 315.4335, 230.5511, 501.8075, 188.7763, 342.4594, 190.0296, 448.0001, 461.8213, 211.2027, 378.2251, 390.8805, 182.8941, 292.9023, 204.5547, 417.5687, 321.2898, 343.3175, 294.4103, 109.1260, 184.6514, 422.8355, 311.9346, 277.3392, 476.5545, 313.8382, 485.0731, 525.3022, 258.4808, 136.3346, 362.8852, 360.0524, 228.0430, 361.5104, 413.0418}
{296.5641, 157.1972, 112.0341, 380.8389, 317.5673, 390.6213, 528.3898, 348.9271, 408.2526, 115.8371, 579.0572, 157.4718, 387.1268, 581.4046, 0.0000, 562.4756, 335.3212, 404.9001, 225.4992, 489.2599, 356.2068, 405.1262, 456.7796, 181.3520, 470.9772, 295.7096, 359.2237, 215.9218, 412.2028, 402.0367, 398.8381, 170.7641, 525.9274, 246.5624, 243.8251, 401.7846, 311.8255, 57.2706, 434.0993, 312.7327, 486.5148, 297.3109, 405.5657, 441.4005, 135.5351, 426.6235, 238.0355, 420.2841, 224.3950, 434.7485, 310.9872, 428.5209, 168.0950, 561.3175, 355.4460, 299.1651, 388.4360, 105.0154, 393.3178, 177.2843, 470.3252, 118.5966, 531.0829, 501.3536, 402.2175, 485.0059, 498.5034, 265.9902, 422.6930, 360.3995, 392.8265, 332.2738, 395.9879, 183.5351, 176.3110, 372.2691, 244.9823, 287.4933, 447.6053, 323.5675, 428.0946, 283.6813, 561.3665, 323.6814, 389.9059, 564.0308, 407.6823, 165.8590, 272.6644, 408.5954, 172.3508, 296.3869, 327.4220, 250.8704, 356.9750, 621.3926, 295.7895, 258.1892, 392.1334, 279.1472, 191.4091}
{266.0186, 451.3274, 461.3168, 184.8503, 263.1285, 173.6218, 102.8229, 238.0560, 158.9111, 486.7901, 38.0574, 447.1114, 260.8181, 94.4100, 562.4756, 0.0000, 243.9357, 158.0869, 398.0026, 281.5718, 389.1278, 157.9697, 280.4497, 401.8913, 122.7442, 328.9922, 243.8239, 403.8269, 183.4042, 170.3266, 413.2972, 404.1286, 107.0566, 324.8234, 345.5884, 259.3327, 409.8744, 577.2780, 151.2020, 267.1470, 151.8726, 397.8623, 236.8322, 121.0808, 435.7007, 268.1569, 324.7904, 256.2078, 362.8714, 132.1734, 327.2124, 153.3127, 411.0630, 23.5691, 217.4998, 293.3344, 209.9067, 459.2508, 186.5797, 445.0226, 162.5390, 579.7005, 98.2668, 161.3919, 161.6825, 105.3492, 153.0023, 302.3298, 279.1898, 428.8703, 182.6009, 282.0562, 203.5219, 408.4981, 421.7769, 195.4743, 390.8156, 334.7527, 233.0646, 314.3803, 144.8731, 359.3784, 227.1383, 374.8726, 339.9179, 15.0031, 155.6115, 416.0443, 308.8965, 206.0734, 435.3631, 329.3022, 416.6524, 467.7997, 212.4672, 67.3940, 308.9280, 373.0789, 262.6995, 382.2157, 379.8929}
{70.3924, 208.4310, 226.4287, 109.3893, 141.3883, 108.2416, 193.4007, 17.6659, 86.3658, 246.1162, 270.1399, 204.4713, 226.4662, 246.8205, 335.3212, 243.9357, 0.0000, 95.6769, 154.6691, 200.6711, 319.8840, 110.9134, 302.4278, 161.4189, 197.7936, 214.2216, 175.3318, 160.0806, 174.2888, 136.3889, 231.7678, 206.4726, 250.7282, 88.7603, 184.5883, 106.2781, 311.0078, 340.5977, 100.1465, 23.6409, 237.4118, 290.5567, 221.8489, 132.6619, 228.0034, 137.1365, 107.7181, 253.3540, 120.1099, 112.2103, 99.7849, 95.3442, 172.2496, 236.8034, 27.8681, 167.2798, 171.8487, 240.5357, 146.5217, 269.1641, 136.8210, 337.0393, 251.3181, 169.0157, 113.4394, 152.1966, 164.9042, 71.0484, 141.2208, 356.0096, 61.6541, 192.3149, 62.7111, 225.3115, 238.8454, 52.7342, 149.5552, 213.7919, 136.7600, 92.2279, 150.9092, 240.3343, 345.6148, 158.9117, 163.9647, 249.8121, 96.2366, 176.4758, 66.0112, 194.5989, 254.2957, 94.6849, 326.4698, 331.5069, 114.2204, 309.6627, 187.2727, 132.7338, 98.9897, 148.7856, 183.5921}
