leaf,variant,budget_seconds,lp_hash,command_hash,json_path
low_gini_1,callback_full_gini_off,60,b2fd9d679b1f3a49,4a9db7c8f64395aa,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_full_gini_off_60s.json
low_gini_1,callback_full_gini_off,300,b2fd9d679b1f3a49,10ed71bd50274b8f,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_full_gini_off_300s.json
low_gini_1,callback_full_gini_auto,60,b2fd9d679b1f3a49,6ec34dd5b448eba3,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_full_gini_auto_60s.json
low_gini_1,callback_full_gini_auto,300,b2fd9d679b1f3a49,850a84d7674b7f10,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_full_gini_auto_300s.json
low_gini_1,callback_full_paced,60,f17ee827e81d7ad7,3ab73690f0c7094f,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_full_paced_60s.json
low_gini_1,callback_full_paced,300,f17ee827e81d7ad7,69e20e947b3e6cd2,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_full_paced_300s.json
low_gini_1,static_tailored_compact_bc,60,f17ee827e81d7ad7,38a6f9319a5b03fc,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_static_tailored_compact_bc_60s.json
low_gini_1,static_tailored_compact_bc,300,f17ee827e81d7ad7,1c814755a5e55019,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_static_tailored_compact_bc_300s.json
low_gini_1,s_bucket_diagnostic,60,5e59bf5d9f9a6706,eb61c2904f2d1177,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_s_bucket_diagnostic_60s.json
low_gini_1,s_bucket_diagnostic,300,5e59bf5d9f9a6706,c8b8f8f50d18db6a,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_s_bucket_diagnostic_300s.json
low_gini_2,plain_fixed_interval_mip,60,df7f1aa859c8801c,fc2c53a839ec647e,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_plain_fixed_interval_mip_60s.json
low_gini_2,plain_fixed_interval_mip,300,df7f1aa859c8801c,c7019b4c09215e14,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_plain_fixed_interval_mip_300s.json
low_gini_2,callback_no_cuts,60,df7f1aa859c8801c,29e13c7996c92a19,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_no_cuts_60s.json
low_gini_2,callback_no_cuts,300,df7f1aa859c8801c,c758500884630768,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_no_cuts_300s.json
low_gini_2,callback_cheap_cuts,60,cbd0c1c1285d1459,b8709daa3c324470,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_cheap_cuts_60s.json
low_gini_2,callback_cheap_cuts,300,cbd0c1c1285d1459,30bcae93f7b481ad,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_cheap_cuts_300s.json
low_gini_2,callback_low_gini_cuts,60,cff7c7e0238cee78,4f21822d7f4343d1,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_low_gini_cuts_60s.json
low_gini_2,callback_low_gini_cuts,300,cff7c7e0238cee78,2d12beafbaa4504f,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_low_gini_cuts_300s.json
low_gini_2,callback_local_centering,60,035f77f3861337d8,bcc50f19c0578597,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_local_centering_60s.json
low_gini_2,callback_local_centering,300,035f77f3861337d8,fc11f423a8d7270e,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_local_centering_300s.json
low_gini_2,callback_full_gini_off,60,cff7c7e0238cee78,0b7cae56f50660d8,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_full_gini_off_60s.json
low_gini_2,callback_full_gini_off,300,cff7c7e0238cee78,513825d877b028f0,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_full_gini_off_300s.json
low_gini_2,callback_full_gini_auto,60,cff7c7e0238cee78,57d18a3e6a9ecf5e,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_full_gini_auto_60s.json
low_gini_2,callback_full_gini_auto,300,cff7c7e0238cee78,1e9bae9b4ced3bfb,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_full_gini_auto_300s.json
low_gini_2,callback_full_paced,60,035f77f3861337d8,81e2bf6f8fbe605b,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_full_paced_60s.json
low_gini_2,callback_full_paced,300,035f77f3861337d8,dfd10c019762d76b,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_callback_full_paced_300s.json
low_gini_2,static_tailored_compact_bc,60,035f77f3861337d8,e0a07615be6395ab,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_static_tailored_compact_bc_60s.json
low_gini_2,static_tailored_compact_bc,300,035f77f3861337d8,1b70e637875274ed,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_static_tailored_compact_bc_300s.json
low_gini_2,s_bucket_diagnostic,60,706c9fcc89465fdc,cc0c269a25f5761e,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_s_bucket_diagnostic_60s.json
low_gini_2,s_bucket_diagnostic,300,706c9fcc89465fdc,6be84c33da936e87,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_2_s_bucket_diagnostic_300s.json
low_gini_1,plain_fixed_interval_mip,1200,3fa039d78c1b46af,4eed34a6cc2fb5d7,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_plain_fixed_interval_mip_1200s.json
low_gini_1,callback_local_centering,1200,f17ee827e81d7ad7,73cd7f26872046b5,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_local_centering_1200s.json
low_gini_1,callback_full_paced,1200,f17ee827e81d7ad7,e7b8ca529352b605,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_full_paced_1200s.json
low_gini_1,static_tailored_compact_bc,1200,f17ee827e81d7ad7,9ead7d104e5349c4,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_static_tailored_compact_bc_1200s.json
low_gini_1,callback_full_paced,3600,f17ee827e81d7ad7,ec149eb457b5f63c,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_full_paced_3600s.json
low_gini_1,plain_fixed_interval_mip,3600,3fa039d78c1b46af,6fa76fbb396e1f62,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_plain_fixed_interval_mip_3600s.json
