dataset_family,landscape_id,selection_id,V,geographic_regime,replicate,inventory_regime,local_imbalance_level,seed,source_station_row_indices,total_initial_inventory,total_target_inventory,station_inventory_minus_target,local_l1_imbalance,surplus_station_count,deficit_station_count,landscape_path,landscape_file_sha256,mapping_path,capacity_sha256,coordinate_sha256,instance_id,M,Q,complete_Q_vector,instance_path,instance_file_sha256,parser_format,distance_convention,scenario_id,T_seconds,pickup_seconds,drop_seconds,lambda,mathematical_scenario_identity_sha256,future_k1_am_sf_command,future_p_grb_command
citibike443-regional-v1,cb443_V08_regional_r1_balanced,cb443_V08_regional_r1,8,regional,1,balanced,moderate,1588428086,370;411;344;382;377;333;398;396,143,143,0,54,4,4,reference/citibike443-regional-v1/landscapes/V08/cb443_V08_regional_r1_balanced.json,63dc237c78efe1196e6ce5f478ae387b3e8cc30482066c437fd603f3963dcb4b,reference/citibike443-regional-v1/mappings/V08/cb443_V08_regional_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V08_regional_r1_balanced_M01_Q20,1,20,[20],reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M01_Q20.txt,a1f9d8ebf4c16c2ed03b0becc49e31019be2e8015669ac510c9fa1acff98a929,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V08_regional_r1_balanced_M01_Q20_T10800,10800,60.0,60.0,0.15,718ebbd52ffd571a96f791977e7b71a55c374fb58566a8aa8f95bb790e7ed147,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M01_Q20.txt --lambda 0.15 --T 10800 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M01_Q20.txt --lambda 0.15 --T 10800 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V08_regional_r1_balanced,cb443_V08_regional_r1,8,regional,1,balanced,moderate,1588428086,370;411;344;382;377;333;398;396,143,143,0,54,4,4,reference/citibike443-regional-v1/landscapes/V08/cb443_V08_regional_r1_balanced.json,63dc237c78efe1196e6ce5f478ae387b3e8cc30482066c437fd603f3963dcb4b,reference/citibike443-regional-v1/mappings/V08/cb443_V08_regional_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V08_regional_r1_balanced_M01_Q20,1,20,[20],reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M01_Q20.txt,a1f9d8ebf4c16c2ed03b0becc49e31019be2e8015669ac510c9fa1acff98a929,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V08_regional_r1_balanced_M01_Q20_T18000,18000,60.0,60.0,0.15,8a8e143cb74fd4a9dd0623c9593f7367b58dabef00a3c7a3d5f2cddc832bd75d,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M01_Q20.txt --lambda 0.15 --T 18000 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M01_Q20.txt --lambda 0.15 --T 18000 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V08_regional_r1_balanced,cb443_V08_regional_r1,8,regional,1,balanced,moderate,1588428086,370;411;344;382;377;333;398;396,143,143,0,54,4,4,reference/citibike443-regional-v1/landscapes/V08/cb443_V08_regional_r1_balanced.json,63dc237c78efe1196e6ce5f478ae387b3e8cc30482066c437fd603f3963dcb4b,reference/citibike443-regional-v1/mappings/V08/cb443_V08_regional_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V08_regional_r1_balanced_M01_Q30,1,30,[30],reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M01_Q30.txt,edb24ef45779bd7c1cd60f49c6b2398815c5aafe4691ac7fdc965d8f9f2dea52,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V08_regional_r1_balanced_M01_Q30_T01800,1800,60.0,60.0,0.15,e1e5f19de349f262558f1b9c174c68a638acb226a45136701c21e604dd9c3c4c,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M01_Q30.txt --lambda 0.15 --T 1800 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M01_Q30.txt --lambda 0.15 --T 1800 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V08_regional_r1_balanced,cb443_V08_regional_r1,8,regional,1,balanced,moderate,1588428086,370;411;344;382;377;333;398;396,143,143,0,54,4,4,reference/citibike443-regional-v1/landscapes/V08/cb443_V08_regional_r1_balanced.json,63dc237c78efe1196e6ce5f478ae387b3e8cc30482066c437fd603f3963dcb4b,reference/citibike443-regional-v1/mappings/V08/cb443_V08_regional_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V08_regional_r1_balanced_M01_Q30,1,30,[30],reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M01_Q30.txt,edb24ef45779bd7c1cd60f49c6b2398815c5aafe4691ac7fdc965d8f9f2dea52,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V08_regional_r1_balanced_M01_Q30_T03600,3600,60.0,60.0,0.15,f8a2fc2e2281b076c979f5cc9c8ca9f70bc1f112923056155613630e07837b3a,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M01_Q30.txt --lambda 0.15 --T 3600 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M01_Q30.txt --lambda 0.15 --T 3600 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V08_regional_r1_balanced,cb443_V08_regional_r1,8,regional,1,balanced,moderate,1588428086,370;411;344;382;377;333;398;396,143,143,0,54,4,4,reference/citibike443-regional-v1/landscapes/V08/cb443_V08_regional_r1_balanced.json,63dc237c78efe1196e6ce5f478ae387b3e8cc30482066c437fd603f3963dcb4b,reference/citibike443-regional-v1/mappings/V08/cb443_V08_regional_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V08_regional_r1_balanced_M01_Q30,1,30,[30],reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M01_Q30.txt,edb24ef45779bd7c1cd60f49c6b2398815c5aafe4691ac7fdc965d8f9f2dea52,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V08_regional_r1_balanced_M01_Q30_T10800,10800,60.0,60.0,0.15,fe0710acae4acfe935bc4f4b377f7f6397d3753b1fe053f447271b2ca852a8aa,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M01_Q30.txt --lambda 0.15 --T 10800 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M01_Q30.txt --lambda 0.15 --T 10800 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V08_regional_r1_balanced,cb443_V08_regional_r1,8,regional,1,balanced,moderate,1588428086,370;411;344;382;377;333;398;396,143,143,0,54,4,4,reference/citibike443-regional-v1/landscapes/V08/cb443_V08_regional_r1_balanced.json,63dc237c78efe1196e6ce5f478ae387b3e8cc30482066c437fd603f3963dcb4b,reference/citibike443-regional-v1/mappings/V08/cb443_V08_regional_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V08_regional_r1_balanced_M01_Q30,1,30,[30],reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M01_Q30.txt,edb24ef45779bd7c1cd60f49c6b2398815c5aafe4691ac7fdc965d8f9f2dea52,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V08_regional_r1_balanced_M01_Q30_T18000,18000,60.0,60.0,0.15,f5cca7aec35443e4923a9512effac22ba0566ec23bca1b4721a6b1be369cf366,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M01_Q30.txt --lambda 0.15 --T 18000 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M01_Q30.txt --lambda 0.15 --T 18000 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V08_regional_r1_balanced,cb443_V08_regional_r1,8,regional,1,balanced,moderate,1588428086,370;411;344;382;377;333;398;396,143,143,0,54,4,4,reference/citibike443-regional-v1/landscapes/V08/cb443_V08_regional_r1_balanced.json,63dc237c78efe1196e6ce5f478ae387b3e8cc30482066c437fd603f3963dcb4b,reference/citibike443-regional-v1/mappings/V08/cb443_V08_regional_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V08_regional_r1_balanced_M02_Q20,2,20,"[20,20]",reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M02_Q20.txt,73e68c6686a433053621cc3e49f99cf4470c8c0fead714056bb75211d03709ab,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V08_regional_r1_balanced_M02_Q20_T01800,1800,60.0,60.0,0.15,0545824618a5721a2dd5a37bc389777a42310f1fbe3a2549c3e05399f68047cc,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M02_Q20.txt --lambda 0.15 --T 1800 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M02_Q20.txt --lambda 0.15 --T 1800 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V08_regional_r1_balanced,cb443_V08_regional_r1,8,regional,1,balanced,moderate,1588428086,370;411;344;382;377;333;398;396,143,143,0,54,4,4,reference/citibike443-regional-v1/landscapes/V08/cb443_V08_regional_r1_balanced.json,63dc237c78efe1196e6ce5f478ae387b3e8cc30482066c437fd603f3963dcb4b,reference/citibike443-regional-v1/mappings/V08/cb443_V08_regional_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V08_regional_r1_balanced_M02_Q20,2,20,"[20,20]",reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M02_Q20.txt,73e68c6686a433053621cc3e49f99cf4470c8c0fead714056bb75211d03709ab,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V08_regional_r1_balanced_M02_Q20_T03600,3600,60.0,60.0,0.15,21b25c006c2914522a20b65e2bc1137b52c195628ac684b015c5f0f55a7c366f,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M02_Q20.txt --lambda 0.15 --T 3600 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M02_Q20.txt --lambda 0.15 --T 3600 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V08_regional_r1_balanced,cb443_V08_regional_r1,8,regional,1,balanced,moderate,1588428086,370;411;344;382;377;333;398;396,143,143,0,54,4,4,reference/citibike443-regional-v1/landscapes/V08/cb443_V08_regional_r1_balanced.json,63dc237c78efe1196e6ce5f478ae387b3e8cc30482066c437fd603f3963dcb4b,reference/citibike443-regional-v1/mappings/V08/cb443_V08_regional_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V08_regional_r1_balanced_M02_Q20,2,20,"[20,20]",reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M02_Q20.txt,73e68c6686a433053621cc3e49f99cf4470c8c0fead714056bb75211d03709ab,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V08_regional_r1_balanced_M02_Q20_T10800,10800,60.0,60.0,0.15,d9834eb0f1c50739d2ec8b6d45e9b12d7f04798592e2e7119398d3d720c40e6b,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M02_Q20.txt --lambda 0.15 --T 10800 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M02_Q20.txt --lambda 0.15 --T 10800 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V08_regional_r1_balanced,cb443_V08_regional_r1,8,regional,1,balanced,moderate,1588428086,370;411;344;382;377;333;398;396,143,143,0,54,4,4,reference/citibike443-regional-v1/landscapes/V08/cb443_V08_regional_r1_balanced.json,63dc237c78efe1196e6ce5f478ae387b3e8cc30482066c437fd603f3963dcb4b,reference/citibike443-regional-v1/mappings/V08/cb443_V08_regional_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V08_regional_r1_balanced_M02_Q20,2,20,"[20,20]",reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M02_Q20.txt,73e68c6686a433053621cc3e49f99cf4470c8c0fead714056bb75211d03709ab,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V08_regional_r1_balanced_M02_Q20_T18000,18000,60.0,60.0,0.15,ebd7acb28678c54d953d931ea98937e827263ec6919718c22e25a8b68a88299e,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M02_Q20.txt --lambda 0.15 --T 18000 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M02_Q20.txt --lambda 0.15 --T 18000 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V08_regional_r1_balanced,cb443_V08_regional_r1,8,regional,1,balanced,moderate,1588428086,370;411;344;382;377;333;398;396,143,143,0,54,4,4,reference/citibike443-regional-v1/landscapes/V08/cb443_V08_regional_r1_balanced.json,63dc237c78efe1196e6ce5f478ae387b3e8cc30482066c437fd603f3963dcb4b,reference/citibike443-regional-v1/mappings/V08/cb443_V08_regional_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V08_regional_r1_balanced_M02_Q30,2,30,"[30,30]",reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M02_Q30.txt,1528a5d82972e56538c8488e7b9763d37f588c3fa96060c6be723cdcd4314b09,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V08_regional_r1_balanced_M02_Q30_T01800,1800,60.0,60.0,0.15,69f8b4f6cf2f495ea94e2c9feb8df675f67baceb102eb26d84b82d1894381467,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M02_Q30.txt --lambda 0.15 --T 1800 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M02_Q30.txt --lambda 0.15 --T 1800 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V08_regional_r1_balanced,cb443_V08_regional_r1,8,regional,1,balanced,moderate,1588428086,370;411;344;382;377;333;398;396,143,143,0,54,4,4,reference/citibike443-regional-v1/landscapes/V08/cb443_V08_regional_r1_balanced.json,63dc237c78efe1196e6ce5f478ae387b3e8cc30482066c437fd603f3963dcb4b,reference/citibike443-regional-v1/mappings/V08/cb443_V08_regional_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V08_regional_r1_balanced_M02_Q30,2,30,"[30,30]",reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M02_Q30.txt,1528a5d82972e56538c8488e7b9763d37f588c3fa96060c6be723cdcd4314b09,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V08_regional_r1_balanced_M02_Q30_T03600,3600,60.0,60.0,0.15,397d3c6d7420533c1ed08715b44232437fbf1e03f60abfbf69d9f6ca7feac5d5,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M02_Q30.txt --lambda 0.15 --T 3600 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M02_Q30.txt --lambda 0.15 --T 3600 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V08_regional_r1_balanced,cb443_V08_regional_r1,8,regional,1,balanced,moderate,1588428086,370;411;344;382;377;333;398;396,143,143,0,54,4,4,reference/citibike443-regional-v1/landscapes/V08/cb443_V08_regional_r1_balanced.json,63dc237c78efe1196e6ce5f478ae387b3e8cc30482066c437fd603f3963dcb4b,reference/citibike443-regional-v1/mappings/V08/cb443_V08_regional_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V08_regional_r1_balanced_M02_Q30,2,30,"[30,30]",reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M02_Q30.txt,1528a5d82972e56538c8488e7b9763d37f588c3fa96060c6be723cdcd4314b09,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V08_regional_r1_balanced_M02_Q30_T10800,10800,60.0,60.0,0.15,18324c302e618a3f05dd84a7c84ec32bc61b69a26bf6e680ead06dff1e202450,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M02_Q30.txt --lambda 0.15 --T 10800 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M02_Q30.txt --lambda 0.15 --T 10800 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V08_regional_r1_balanced,cb443_V08_regional_r1,8,regional,1,balanced,moderate,1588428086,370;411;344;382;377;333;398;396,143,143,0,54,4,4,reference/citibike443-regional-v1/landscapes/V08/cb443_V08_regional_r1_balanced.json,63dc237c78efe1196e6ce5f478ae387b3e8cc30482066c437fd603f3963dcb4b,reference/citibike443-regional-v1/mappings/V08/cb443_V08_regional_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V08_regional_r1_balanced_M02_Q30,2,30,"[30,30]",reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M02_Q30.txt,1528a5d82972e56538c8488e7b9763d37f588c3fa96060c6be723cdcd4314b09,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V08_regional_r1_balanced_M02_Q30_T18000,18000,60.0,60.0,0.15,d134ef29c8008158cff7288e8e9ab5a6bd4a57378d2684f9b49749f461557bc3,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M02_Q30.txt --lambda 0.15 --T 18000 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_balanced_M02_Q30.txt --lambda 0.15 --T 18000 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V08_regional_r1_surplus,cb443_V08_regional_r1,8,regional,1,surplus,high,1680276220,370;411;344;382;377;333;398;396,160,143,17,89,4,4,reference/citibike443-regional-v1/landscapes/V08/cb443_V08_regional_r1_surplus.json,b1ebac6b95cf218a04d8972b2f61a874c37622a2f22f30856c178db44bdaba0e,reference/citibike443-regional-v1/mappings/V08/cb443_V08_regional_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V08_regional_r1_surplus_M01_Q20,1,20,[20],reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_surplus_M01_Q20.txt,4909e581caa2ecc42b4a41e36cd96227720e6f0b8ef975d17c46073261196d8e,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V08_regional_r1_surplus_M01_Q20_T01800,1800,60.0,60.0,0.15,32290b6056d96d25879de16c27a02086d5a802f6690aefe0411611d75732a62f,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_surplus_M01_Q20.txt --lambda 0.15 --T 1800 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_surplus_M01_Q20.txt --lambda 0.15 --T 1800 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V08_regional_r1_surplus,cb443_V08_regional_r1,8,regional,1,surplus,high,1680276220,370;411;344;382;377;333;398;396,160,143,17,89,4,4,reference/citibike443-regional-v1/landscapes/V08/cb443_V08_regional_r1_surplus.json,b1ebac6b95cf218a04d8972b2f61a874c37622a2f22f30856c178db44bdaba0e,reference/citibike443-regional-v1/mappings/V08/cb443_V08_regional_r1_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V08_regional_r1_surplus_M01_Q20,1,20,[20],reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_surplus_M01_Q20.txt,4909e581caa2ecc42b4a41e36cd96227720e6f0b8ef975d17c46073261196d8e,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V08_regional_r1_surplus_M01_Q20_T03600,3600,60.0,60.0,0.15,0b2c0ef6a3942576b24c5dfea819087459e558c92c2b1d2ccb1adc510b77286f,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_surplus_M01_Q20.txt --lambda 0.15 --T 3600 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V08/cb443_V08_regional_r1_surplus_M01_Q20.txt --lambda 0.15 --T 3600 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
