parent_id,eligible,decision_valid,split,child_infeasibility_trigger,strict_bound_trigger,normalized_disjunction_gain,parent_native_bound_target,target_phase_required,reason
L0.1.0.1.0.0,true,1,0,0,0,0.00656408,0.139145,1,"small_positive_disjunction_gain_requires_parent_native_target"
L0.1.0.0.1.0,true,1,0,0,0,0.00704647,0.139182,1,"small_positive_disjunction_gain_requires_parent_native_target"
L0.1.0.1.0.1,true,1,0,0,0,0.00660341,0.139239,1,"small_positive_disjunction_gain_requires_parent_native_target"
L0.1.0.0.0.1,true,1,0,0,0,0.00706519,0.139315,1,"small_positive_disjunction_gain_requires_parent_native_target"
L0.1.0.1.1.0,true,1,0,0,0,0.00664264,0.139329,1,"small_positive_disjunction_gain_requires_parent_native_target"
L0.1.1.0.1,true,1,1,0,0,0.0101071,,0,"normalized_child_disjunction_gain_reaches_rho"
L0.1.0.1.1.1,true,1,0,0,0,0.00668175,0.139417,1,"small_positive_disjunction_gain_requires_parent_native_target"
L0.1.0.0.0.0,true,1,0,0,0,0.00707679,0.139443,1,"small_positive_disjunction_gain_requires_parent_native_target"
L0.1.1.0.0.0,true,1,0,0,0,0.00672075,0.139501,1,"small_positive_disjunction_gain_requires_parent_native_target"
L0.0.1.1.1.1,true,1,0,0,0,0.00709042,0.139567,1,"small_positive_disjunction_gain_requires_parent_native_target"
L0.0.1.1.1.0,true,1,0,0,0,0.00710217,0.139687,1,"small_positive_disjunction_gain_requires_parent_native_target"
L0.1.1.0.0.1,true,1,0,0,0,0.00522018,0.139583,1,"small_positive_disjunction_gain_requires_parent_native_target"
L0.0.1.1.0.1,true,1,0,0,0,0.00712017,0.139803,1,"small_positive_disjunction_gain_requires_parent_native_target"
L0.1.0.1.0.1.0,true,1,0,0,0,0.000353381,0.139427,1,"small_positive_disjunction_gain_requires_parent_native_target"
L0.1.0.1.0.1.1,true,1,0,0,0,0.00117025,0.139473,1,"small_positive_disjunction_gain_requires_parent_native_target"
L0.1.1.0.0.0.0,true,1,0,0,0,0.00313229,0.139692,1,"small_positive_disjunction_gain_requires_parent_native_target"
L0.1.1.0.0.0.1,true,1,0,0,0,0.00341288,0.139734,1,"small_positive_disjunction_gain_requires_parent_native_target"
L0.1.1.0.1.0,true,1,0,0,0,0.00508759,0.139883,1,"small_positive_disjunction_gain_requires_parent_native_target"
L0.1.0.1.0.1.0.0,true,1,0,0,0,0,,0,"no_strict_child_disjunction_gain"
L0.1.0.1.0.1.0.1,true,1,0,0,0,0,,0,"no_strict_child_disjunction_gain"
L0.1.1.1.0,true,1,1,0,0,0.0102725,,0,"normalized_child_disjunction_gain_reaches_rho"
L0.1.0.1.0.1.1.0,true,1,0,0,0,0,,0,"no_strict_child_disjunction_gain"
L0.1.0.1.0.1.1.1,true,1,0,0,0,0,,0,"no_strict_child_disjunction_gain"
L0.1.0.1.1.0.0,true,1,0,0,0,0,,0,"no_strict_child_disjunction_gain"
L0.1.0.1.1.0.1,true,1,0,0,0,0,,0,"no_strict_child_disjunction_gain"
L1.0.0,true,1,1,0,0,0.02187,,0,"normalized_child_disjunction_gain_reaches_rho"
L0.1.1.0.0.0.1.0,true,1,0,0,0,0.000760303,0.139829,1,"small_positive_disjunction_gain_requires_parent_native_target"
L0.1.1.0.0.0.1.1,true,1,0,0,0,0.00112791,0.139849,1,"small_positive_disjunction_gain_requires_parent_native_target"
L0.1.1.0.0.1.0,true,1,0,0,0,0,,0,"no_strict_child_disjunction_gain"
L0.1.1.0.0.1.1,true,1,0,0,0,0.000670806,0.139871,1,"small_positive_disjunction_gain_requires_parent_native_target"
L0.1.1.0.0.0.1.0.0,false,true,false,false,false,,,false,"structurally_terminal"
