100 5 [30, 30, 30, 30, 30]
{201.8767, 318.4492, 478.9121, 0.0000, 286.1792, 469.1561, 124.5808, 330.5172, 422.9172, 104.5612, 389.8113, 489.0929, 41.0301, 414.7981, 443.7545, 21.8919, 296.0046, 505.8498, 82.3266, 363.8721, 487.8254, 115.1038, 340.2616, 388.5522, 126.8327, 278.7848, 431.9678, 33.0391, 358.7863, 491.8532, 125.4601, 324.6780, 506.4236, 43.3998, 386.0791, 438.2672, 53.6807, 342.2352, 482.1655, 17.9038, 349.5033, 438.9354, 46.7346, 389.7685, 423.2604, 86.4780, 330.6537, 417.9625, 94.8346, 354.6661, 379.2646, 62.9429, 335.0178, 420.5883, 43.8723, 418.6857, 483.7722, 83.0442, 354.9693, 447.3607, 34.9412, 335.8245, 423.5023, 13.9665, 370.6962, 465.4815, 99.2381, 320.3374, 455.0645, 43.4767, 398.9426, 495.6973, 99.1526, 340.9002, 443.5521, 84.1184, 344.4845, 491.0969, 102.6840, 319.0810, 435.7269, 25.5548, 283.8172, 436.4557, 90.9251, 320.6076, 402.8888, 72.3237, 427.6595, 438.4345, 115.2283, 362.7347, 490.8847, 81.3510, 287.7778, 406.2602, 102.8842, 381.9546, 462.6459, 49.9753, 331.0847}
{122.8408, 60.1055, 369.5341, 286.1792, 0.0000, 400.8971, 399.5796, 44.3609, 329.0928, 289.8693, 109.7155, 408.5654, 313.8053, 129.3474, 391.6054, 307.2132, 15.5413, 400.6800, 287.2685, 77.9739, 352.4587, 348.5394, 56.5464, 306.7310, 386.7437, 12.3084, 299.6154, 316.0118, 73.1875, 436.3192, 379.5138, 39.0030, 411.8338, 275.4116, 104.2465, 315.3132, 337.1522, 68.0229, 403.0623, 285.1549, 96.0249, 328.9053, 331.3969, 107.0494, 306.7040, 342.8120, 56.8933, 285.0465, 315.9649, 71.7163, 337.8130, 348.9086, 80.5771, 312.1168, 274.7081, 142.0994, 377.8049, 369.1256, 69.0684, 325.5837, 265.0172, 51.0098, 288.6544, 275.8668, 84.5797, 408.1186, 346.6060, 50.6961, 354.7197, 327.6804, 115.9751, 385.2380, 361.2499, 83.2240, 373.5158, 369.9527, 69.0703, 370.2650, 382.6545, 96.5706, 385.6876, 307.7033, 9.2071, 308.3232, 318.5411, 37.9648, 333.0645, 350.8694, 151.4109, 301.2926, 367.6233, 96.6882, 355.9880, 289.1501, 38.1580, 338.2782, 302.2597, 96.5798, 377.2494, 248.2828, 63.0636}
{330.5231, 352.1152, 65.5980, 469.1561, 400.8971, 0.0000, 581.2158, 406.1439, 73.1192, 553.1430, 383.7030, 24.3607, 509.8538, 417.5805, 30.6084, 485.7531, 414.1044, 62.8198, 535.4492, 422.9105, 107.7629, 583.3171, 392.1387, 95.4607, 593.2082, 390.5470, 119.8990, 473.1297, 424.2540, 36.7702, 593.5283, 413.0075, 49.6647, 497.9637, 389.5404, 102.3215, 512.3318, 368.7692, 18.9205, 483.6081, 333.1159, 82.6748, 484.1037, 453.1500, 102.6460, 555.5402, 444.5910, 129.1508, 558.0781, 390.2507, 90.0850, 500.4519, 339.7863, 93.6974, 497.8279, 376.2604, 59.7596, 521.1458, 419.9981, 95.7687, 481.1819, 421.1108, 128.4585, 471.7125, 421.2760, 17.0709, 568.3555, 366.3584, 58.4595, 480.9178, 396.7654, 67.8538, 566.7065, 342.1642, 28.1985, 524.7818, 449.7198, 83.9125, 556.4297, 309.6292, 37.6493, 468.8590, 409.4839, 111.1137, 555.8273, 422.3045, 71.5712, 477.3234, 376.7264, 123.7841, 583.9492, 350.3978, 106.9547, 535.7627, 362.8533, 66.9096, 558.3935, 434.7668, 30.8923, 476.6005, 360.6318}
{325.7485, 437.8306, 596.7592, 124.5808, 399.5796, 581.2158, 0.0000, 443.6618, 540.5943, 131.2615, 506.8219, 602.4471, 87.6848, 528.8971, 554.0873, 103.3174, 407.4038, 622.3946, 121.3069, 475.5458, 608.3953, 77.0599, 455.4012, 506.0991, 34.0156, 393.7277, 553.4561, 109.6032, 470.1079, 600.6583, 44.6250, 436.7272, 621.4185, 124.1715, 502.4092, 558.7385, 72.1308, 460.0332, 595.5357, 118.3954, 470.4720, 558.0202, 97.2983, 498.1090, 543.5047, 60.4762, 437.7948, 539.8187, 98.7249, 470.2713, 491.2404, 80.8932, 455.4637, 540.0679, 124.8725, 537.0359, 601.0416, 61.8500, 466.7736, 567.4790, 135.6092, 446.9301, 545.3873, 129.8779, 482.8143, 575.7634, 64.2880, 438.2759, 572.4688, 100.6604, 514.8343, 613.2266, 42.6290, 461.1534, 556.9774, 57.8419, 451.2936, 610.0232, 24.8039, 441.7264, 546.0698, 115.3243, 395.8493, 557.4645, 93.2992, 431.1472, 518.1229, 106.8881, 546.1819, 560.1824, 49.6803, 482.4055, 611.3462, 119.0414, 406.2183, 521.0578, 118.4448, 492.6267, 577.7048, 151.5993, 449.6423}
{159.8245, 54.3551, 368.3818, 330.5172, 44.3609, 406.1439, 443.6618, 0.0000, 333.1996, 332.1435, 69.9217, 411.2587, 358.0795, 85.2805, 400.1013, 351.5702, 37.3916, 399.0066, 330.3979, 34.4739, 346.6935, 391.4397, 18.8973, 314.6385, 430.3236, 52.5388, 297.5087, 360.2429, 30.5108, 442.4021, 422.9110, 10.0945, 411.7608, 319.5182, 63.3160, 314.2623, 381.5055, 41.5442, 406.2452, 329.5006, 78.3490, 329.7569, 375.6540, 66.7198, 307.5774, 386.5756, 39.6578, 283.8332, 358.9545, 32.1894, 350.9602, 393.2185, 67.4937, 314.3326, 318.8092, 103.0999, 376.9527, 413.4768, 25.8037, 324.1670, 309.2940, 15.0994, 286.7397, 320.2276, 40.5036, 414.9891, 390.0510, 40.0696, 356.1011, 371.9261, 73.7256, 383.1623, 405.0587, 66.6547, 379.6963, 414.3111, 43.6489, 366.7440, 426.9129, 96.7649, 394.8204, 351.9373, 47.9736, 306.5848, 361.7098, 21.1645, 341.4977, 394.8632, 112.2396, 297.9946, 411.0506, 69.7578, 350.1567, 332.3220, 58.2291, 346.7349, 344.7388, 53.5832, 380.4055, 292.4986, 46.0605}
{266.5617, 279.2791, 56.1651, 422.9172, 329.0928, 73.1192, 540.5943, 333.1996, 0.0000, 499.5421, 311.0837, 79.7816, 463.9467, 345.3639, 74.2434, 441.1801, 342.0043, 83.5848, 483.2541, 349.7958, 77.9487, 534.7297, 319.0622, 34.4953, 549.1702, 319.0208, 54.8421, 431.1102, 351.1353, 109.7366, 548.3559, 340.1775, 87.9839, 447.6408, 316.7943, 40.9832, 469.7140, 295.6613, 74.0382, 435.9509, 260.0065, 24.3385, 443.4567, 380.1302, 33.4829, 509.1850, 371.7916, 59.5736, 507.5721, 317.1341, 71.4138, 460.9293, 266.7074, 22.6303, 447.4190, 304.7775, 60.9066, 482.6336, 346.8832, 41.3387, 430.8630, 348.1394, 60.4480, 423.7365, 348.1920, 83.8189, 521.1538, 293.4959, 32.2046, 439.9945, 324.2877, 72.7879, 521.8686, 269.0523, 48.4860, 485.9974, 376.7410, 70.7769, 516.0655, 236.8335, 72.1344, 425.9342, 337.8009, 48.3007, 505.9224, 349.5893, 33.4933, 440.5481, 305.6919, 61.3376, 538.1042, 277.3875, 79.7060, 483.7946, 290.9622, 35.2478, 505.9456, 361.7374, 48.3777, 424.3578, 287.6018}
{247.2959, 337.2031, 554.2843, 104.5612, 289.8693, 553.1430, 131.2615, 332.1435, 499.5421, 0.0000, 399.5539, 571.2205, 82.7945, 416.7110, 530.0125, 103.7170, 294.8173, 583.1152, 22.2888, 361.3828, 557.1150, 61.4300, 346.3760, 466.0924, 106.4652, 286.5100, 499.6579, 126.5590, 355.6588, 579.0154, 96.7456, 324.0085, 586.0810, 62.3130, 394.0881, 508.6556, 107.6579, 355.3941, 564.3659, 86.6952, 372.8305, 512.5202, 130.8800, 379.9800, 494.5036, 72.1805, 319.8139, 484.7788, 32.5474, 361.5624, 464.8179, 134.1901, 356.8566, 493.6642, 62.0574, 431.6164, 560.1153, 139.4076, 352.9690, 518.4594, 77.0309, 332.8031, 490.1100, 94.3048, 369.0188, 551.4890, 67.2949, 334.5867, 531.6160, 130.2252, 405.5417, 571.4043, 88.7264, 361.8707, 526.2457, 137.0930, 332.6946, 564.1597, 126.4155, 350.6769, 522.0927, 123.2562, 284.4679, 505.4494, 38.0739, 316.8081, 483.8289, 159.6739, 440.9274, 505.1917, 86.0317, 381.0890, 560.4065, 23.5324, 304.7312, 487.7572, 13.4378, 376.9668, 542.8256, 77.0853, 346.8310}
{202.1237, 74.4520, 337.2576, 389.8113, 109.7155, 383.7030, 506.8219, 69.9217, 311.0837, 399.5539, 0.0000, 384.8243, 420.0794, 37.0736, 382.8474, 411.3554, 106.6142, 366.3795, 396.5499, 54.8492, 309.4501, 457.9526, 53.4444, 299.1427, 495.3684, 113.6088, 267.3129, 417.9017, 59.7414, 420.4725, 488.4241, 79.5414, 381.2008, 382.8190, 8.0096, 284.9912, 442.1458, 47.9028, 380.6604, 390.5692, 60.0957, 302.7942, 433.5075, 73.4715, 281.4740, 451.1276, 99.5041, 255.5881, 425.3348, 38.3253, 342.5222, 451.6844, 65.5178, 290.0101, 382.1414, 33.1864, 346.0494, 472.7602, 58.7791, 293.9910, 371.4408, 75.4280, 257.2996, 380.5406, 48.7019, 394.8495, 455.4810, 69.7003, 329.0973, 429.6730, 14.2303, 350.3123, 469.4343, 59.5416, 359.3559, 473.9288, 94.2296, 332.1998, 488.8851, 98.2556, 378.7003, 409.6741, 115.6426, 276.5757, 427.7602, 89.5065, 325.8369, 450.4495, 42.3240, 265.9964, 476.5029, 39.2662, 312.7240, 398.3922, 102.3773, 330.9354, 411.8922, 56.6560, 355.4097, 355.2229, 60.1378}
{344.2608, 357.7061, 53.0999, 489.0929, 408.5654, 24.3607, 602.4471, 411.2587, 79.7816, 571.2205, 384.8243, 0.0000, 529.9201, 417.7242, 54.9497, 506.0849, 421.2896, 41.1099, 553.9286, 426.2636, 94.1754, 602.8184, 396.5235, 108.0208, 613.7706, 398.6167, 117.8206, 493.9723, 427.9296, 43.9479, 613.8453, 418.5376, 25.7014, 516.9229, 390.9945, 100.0137, 533.1054, 372.8403, 6.9293, 503.2296, 336.5451, 82.1588, 505.2251, 455.5478, 103.9979, 575.5540, 450.1867, 129.2840, 577.0540, 393.7177, 111.3941, 521.8003, 344.2491, 96.9496, 516.7638, 375.3247, 45.2814, 542.6960, 423.8351, 91.6589, 500.1205, 426.0868, 127.5597, 491.2398, 424.1947, 38.9370, 588.1829, 371.8393, 55.7509, 501.9830, 397.5097, 49.8342, 587.0724, 346.2173, 45.5671, 546.2887, 454.6275, 68.4454, 577.6856, 315.4188, 61.8022, 489.5139, 417.3260, 108.6125, 574.9622, 428.1709, 87.4381, 499.1123, 375.1879, 120.2017, 604.1069, 352.9653, 92.6983, 554.3079, 370.4131, 83.4682, 576.8221, 437.2542, 31.4051, 494.9967, 365.3952}
{238.5276, 350.4464, 519.9418, 41.0301, 313.8053, 509.8538, 87.6848, 358.0795, 463.9467, 82.7945, 420.0794, 529.9201, 0.0000, 443.1202, 484.2414, 25.9348, 322.3587, 546.8649, 61.9802, 390.5687, 528.7040, 76.4435, 369.1674, 429.5792, 86.1265, 307.4390, 472.7235, 46.7699, 385.2531, 532.1794, 84.4374, 351.5229, 547.3724, 40.9678, 415.8644, 479.1689, 27.9192, 373.0292, 522.9916, 30.8996, 382.8549, 479.9398, 48.3068, 414.5135, 464.1892, 45.7101, 354.5293, 458.6486, 62.6814, 383.9116, 419.8963, 52.4061, 367.9081, 461.5756, 41.7515, 449.9521, 524.8000, 63.0446, 381.7288, 488.2958, 48.7882, 362.1034, 464.1798, 42.8546, 397.6845, 505.9774, 59.1335, 351.2138, 496.0927, 48.0509, 428.4394, 536.7271, 58.2713, 373.6290, 484.3677, 62.1000, 368.2130, 532.1023, 68.8714, 354.0686, 476.2090, 46.2582, 310.5400, 477.2892, 57.3729, 346.4946, 443.8261, 76.8909, 459.0603, 479.1363, 74.2390, 394.9928, 531.7752, 60.1221, 319.0027, 447.1696, 76.4445, 408.0719, 503.5889, 65.7848, 362.4429}
{233.6586, 107.0382, 369.0793, 414.7981, 129.3474, 417.5805, 528.8971, 85.2805, 345.3639, 416.7110, 37.0736, 417.7242, 443.1202, 0.0000, 417.7769, 436.0353, 122.1488, 397.5542, 415.4726, 56.0520, 339.4038, 476.3666, 74.6993, 334.6741, 515.5578, 136.0237, 299.9295, 443.9530, 61.9300, 454.3344, 508.0816, 92.7964, 412.9484, 404.7377, 34.9679, 317.7159, 466.2457, 79.0732, 413.7981, 414.3124, 97.0785, 336.0004, 459.4594, 54.5609, 315.0411, 471.8505, 101.8683, 288.8327, 443.9461, 61.0179, 378.8175, 477.2741, 101.2795, 323.9343, 404.0317, 45.4102, 377.8845, 497.8342, 63.9984, 326.3924, 394.3331, 84.1138, 290.2149, 404.8220, 48.2281, 429.1825, 475.2449, 99.2981, 362.1296, 455.6854, 22.8489, 381.5089, 490.3374, 95.5618, 393.7786, 498.7767, 92.1658, 362.9476, 511.9793, 134.8409, 413.8414, 435.6680, 133.2272, 309.1643, 446.7921, 100.0593, 361.2346, 477.7211, 49.8945, 298.1029, 496.2348, 76.2573, 342.5792, 417.4158, 131.0316, 366.2919, 429.4314, 45.0303, 388.8096, 377.6289, 92.1797}
{313.6633, 345.7702, 87.6504, 443.7545, 391.6054, 30.6084, 554.0873, 400.1013, 74.2434, 530.0125, 382.8474, 54.9497, 484.2414, 417.7769, 0.0000, 459.8282, 405.3722, 91.5623, 511.8279, 419.0299, 128.3142, 558.3503, 387.0995, 85.4649, 566.9034, 380.7886, 127.6378, 446.5689, 419.9576, 49.2642, 567.5296, 406.4012, 79.9560, 473.7772, 388.2323, 111.3986, 485.8226, 364.2634, 49.1531, 458.5920, 329.6692, 91.4138, 457.1800, 450.3473, 107.3860, 529.9515, 437.7621, 133.7799, 533.7994, 386.3899, 65.2027, 473.2299, 334.9715, 96.8295, 473.6714, 378.0302, 83.8226, 493.6578, 415.5166, 107.3299, 457.0448, 415.1741, 134.3681, 446.8326, 417.9538, 21.7416, 542.9907, 360.0650, 72.8393, 454.0680, 396.3125, 93.9122, 540.6660, 337.8561, 28.0926, 497.3453, 443.7467, 107.1878, 529.2853, 303.3451, 8.0369, 442.5408, 399.9281, 119.8401, 531.3494, 415.2253, 58.6789, 449.5675, 379.2464, 133.0696, 558.1567, 347.9223, 128.1753, 512.0571, 353.9045, 53.4414, 534.8098, 431.9291, 50.0187, 453.1684, 355.2924}
{223.7012, 340.1860, 497.2700, 21.8919, 307.2132, 485.7531, 103.3174, 351.5702, 441.1801, 103.7170, 411.3554, 506.0849, 25.9348, 436.0353, 459.8282, 0.0000, 316.7769, 523.8128, 81.7403, 384.7671, 507.1144, 102.3326, 361.5714, 406.7422, 107.9990, 300.0121, 451.5801, 22.8473, 379.6293, 507.5652, 107.7776, 345.5795, 523.9150, 49.2621, 407.5510, 457.4992, 31.8465, 363.8370, 499.1556, 25.3362, 371.3549, 457.6795, 30.6099, 410.2392, 442.4025, 70.7179, 350.8668, 437.7158, 87.4156, 376.0403, 395.7147, 43.4064, 356.8373, 439.4573, 49.9632, 440.3655, 501.9480, 61.9719, 375.8724, 466.4699, 48.0448, 356.6118, 443.2692, 31.5760, 391.6559, 481.5696, 84.6550, 341.9424, 473.2635, 28.5576, 420.3737, 513.9635, 80.9882, 362.7084, 460.5183, 62.7472, 364.6722, 509.8167, 80.9765, 340.9717, 451.7922, 20.5684, 304.6594, 455.8859, 82.4769, 341.2960, 420.3559, 59.3568, 449.3562, 458.1514, 98.3641, 384.5068, 510.1357, 80.2478, 309.4150, 423.5967, 99.2635, 402.7351, 480.1202, 65.2921, 352.7541}
{137.9053, 68.0268, 381.4042, 296.0046, 15.5413, 414.1044, 407.4038, 37.3916, 342.0043, 294.8173, 106.6142, 421.2896, 322.3587, 122.1488, 405.3722, 316.7769, 0.0000, 412.4695, 293.3238, 68.2126, 363.2162, 354.2556, 53.4177, 320.3067, 393.4858, 27.8497, 311.1600, 326.3637, 62.9173, 449.7069, 385.9503, 29.3940, 423.9873, 283.3713, 100.3615, 327.1262, 346.2815, 69.8217, 415.8783, 294.2219, 101.8086, 341.1553, 341.6375, 94.7180, 318.9224, 349.9136, 41.6740, 296.7650, 321.8113, 68.3265, 352.2350, 358.8836, 87.3242, 324.6253, 282.6519, 139.6465, 389.7516, 378.7468, 59.3921, 337.3318, 273.6219, 39.8359, 300.2209, 285.2996, 75.4117, 421.6234, 353.1299, 56.3319, 367.1173, 337.9689, 111.0881, 396.9192, 368.4365, 88.9891, 386.8671, 379.4406, 54.3027, 381.5925, 391.0958, 107.3974, 399.5532, 318.0517, 12.5373, 319.9686, 324.6433, 24.8548, 346.7632, 361.8130, 148.8797, 312.5623, 374.1118, 99.3102, 366.7341, 295.2673, 51.4750, 351.9868, 307.4487, 85.9593, 390.0340, 256.6356, 67.7321}
