run_id,stage,instance,instance_class,arm,flow_variant,nominal_process_wall_seconds,native_time_limit_seconds,finalization_reserve_seconds,actual_runtime_seconds,final_process_wall_time_seconds,solver_status,native_status_code,native_status_text,strict_certificate_class,strict_certified_original_problem,strict_rejection_reason,native_objective,native_best_bound,verified_incumbent_objective,serialized_lower_bound,serialized_upper_bound,serialized_gap,native_absolute_gap,native_signed_bound_residual,native_bound_inversion,native_project_relative_gap,native_cplex_relative_gap,verified_absolute_gap,verified_signed_bound_residual,verified_bound_inversion,verified_project_relative_gap,nodes_processed,open_nodes,native_solution_count,simplex_iterations,simplex_iterations_per_processed_node,nodes_per_second,time_to_first_gini_branch,gini_branch_count,ordinary_branch_count,maximum_gini_sibling_delay,native_cut_counts,root_model_rows,root_model_columns,root_model_nonzeros,first_valid_lb_improvement_seconds,last_valid_lb_improvement_seconds,bound_trajectory_path,executable_sha256,root_uncut_relaxation,post_root_cut_relaxation,root_lp_time_seconds,root_completion_elapsed_seconds,maximum_tree_memory_mb,reduced_model_rows,reduced_model_columns,reduced_model_nonzeros,presolve_eliminated_rows_total,presolve_eliminated_columns_total,branch_and_cut_time_seconds
stage1__moderate_seed3302__f3__300s,stage1,moderate_seed3302,V20-control,F3,normalized-start-coupled,300,294.0,6.0,294.2013401,294.2041004,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.14044236128552678,0.19563620654901237,0.14044236128552678,0.19563620654901237,0.28212490027840514,,,False,,,0.055193845263485586,0.055193845263485586,False,0.28212490027840514,3698,2253,0,1136416,307.3055705786912,12.56962323401735,7.4615896,106,2881,217.71509569999998,cover=16|gub_cover=8|flow_cover=89|clique=0|fractional=4|mir=39|flow_path=0|disjunctive=0|implied_bound=239|zero_half=12|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=1|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,13163,3312,71828,0.0179969,274.0139856,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f3__300s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.1018,0.1094,0.59,7.44,238.01,11971,3256,67858,2184,32,286.7613401
stage1__moderate_seed3302__off__300s,stage1,moderate_seed3302,V20-control,off,off,300,294.0,6.0,294.2156213,294.2186249,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.13950178947487607,0.19563620654901237,0.13950178947487607,0.19563620654901237,0.28693265967653614,,,False,,,0.0561344170741363,0.0561344170741363,False,0.28693265967653614,3785,2790,0,1316811,347.90250990752975,12.864714603785723,2.4108279,92,3196,78.7765373,cover=8|gub_cover=0|flow_cover=9|clique=0|fractional=0|mir=15|flow_path=0|disjunctive=0|implied_bound=812|zero_half=22|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,10580,2112,61928,0.0172811,274.0157951,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__off__300s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.1,0.121,0.12,2.39,344.39,9388,2056,58018,2184,32,291.8256213
stage1__tight_T_seed3101__f0__300s,stage1,tight_T_seed3101,V20-control,F0,round20-current,300,294.0,6.0,294.184607,294.1879193,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.03852212818973903,0.10725273413394144,0.03852212818973903,0.10725273413394144,0.6408284739703598,,,False,,,0.06873060594420241,0.06873060594420241,False,0.6408284739703598,4058,1188,0,1490036,367.1848201084278,13.794059591975863,4.8290986,98,2526,152.67414349999999,cover=9|gub_cover=5|flow_cover=207|clique=0|fractional=4|mir=40|flow_path=0|disjunctive=0|implied_bound=376|zero_half=19|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,11939,3382,67170,0.0172455,274.0130529,results/gf_global_gini_tree_strict_flow_round/runs/stage1__tight_T_seed3101__f0__300s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.0029,0.0146,0.39,4.81,156.21,10151,3266,59535,3376,152,289.374607
stage1__tight_T_seed3101__f1__300s,stage1,tight_T_seed3101,V20-control,F1,zero-return,300,294.0,6.0,294.1763704,294.1801415,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.03594487249046565,0.10725273413394144,0.03594487249046565,0.10725273413394144,0.6648582175483165,,,False,,,0.0713078616434758,0.0713078616434758,False,0.6648582175483165,3197,1166,0,1533157,479.56115107913666,10.86763017591436,5.6065531,98,2086,162.97881999999998,cover=10|gub_cover=5|flow_cover=209|clique=0|fractional=4|mir=33|flow_path=0|disjunctive=0|implied_bound=310|zero_half=15|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,11879,3322,66930,0.0169771,274.0184024,results/gf_global_gini_tree_strict_flow_round/runs/stage1__tight_T_seed3101__f1__300s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.0029,0.015,0.44,5.59,129.08,10093,3208,59308,3372,148,288.5863704
stage1__tight_T_seed3101__f2__300s,stage1,tight_T_seed3101,V20-control,F2,normalized,300,294.0,6.0,294.1754952,294.1781679,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.039446180604892044,0.10725273413394144,0.039446180604892044,0.10725273413394144,0.6322128202752381,,,False,,,0.06780655352904941,0.06780655352904941,False,0.6322128202752381,1316,336,0,1235881,939.1193009118541,4.473520131597963,6.9633883,124,702,139.2267796,cover=3|gub_cover=5|flow_cover=88|clique=0|fractional=4|mir=34|flow_path=0|disjunctive=0|implied_bound=249|zero_half=22|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,13079,3322,69330,0.0176395,274.019596,results/gf_global_gini_tree_strict_flow_round/runs/stage1__tight_T_seed3101__f2__300s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.0029,0.015,0.8,6.94,45.16,11277,3204,61658,3404,156,287.2354952
stage1__tight_T_seed3101__f3__300s,stage1,tight_T_seed3101,V20-control,F3,normalized-start-coupled,300,294.0,6.0,294.1782418,294.1821383,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.03937222593801104,0.10725273413394144,0.03937222593801104,0.10725273413394144,0.632902356700376,,,False,,,0.0678805081959304,0.0678805081959304,False,0.632902356700376,3181,702,0,1325703,416.75668028921723,10.813172247329678,6.9295172,125,1816,228.9142969,cover=6|gub_cover=7|flow_cover=104|clique=0|fractional=1|mir=30|flow_path=0|disjunctive=0|implied_bound=215|zero_half=33|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,13199,3322,71910,0.0173303,274.0164922,results/gf_global_gini_tree_strict_flow_round/runs/stage1__tight_T_seed3101__f3__300s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.0029,0.0143,0.75,6.91,68.47,11391,3204,64052,3416,156,287.2682418
stage1__tight_T_seed3101__off__300s,stage1,tight_T_seed3101,V20-control,off,off,300,294.0,6.0,294.2110883,294.2154076,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.015704140358849056,0.10725273413394144,0.015704140358849056,0.10725273413394144,0.8535781816131875,,,False,,,0.09154859377509239,0.09154859377509239,False,0.8535781816131875,5495,2937,0,1338639,243.61037306642402,18.6770662919301,1.6599604,102,4114,228.55994819999998,cover=27|gub_cover=0|flow_cover=15|clique=0|fractional=11|mir=27|flow_path=0|disjunctive=0|implied_bound=456|zero_half=23|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,10616,2122,62010,0.0169287,274.0160034,results/gf_global_gini_tree_strict_flow_round/runs/stage1__tight_T_seed3101__off__300s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.001,0.0063,0.11,1.64,344.92,8835,2017,54411,3362,130,292.5710883
stage1__V12_M2__f0__300s,stage1,V12_M2,V12-control,F0,round20-current,300,294.0,6.0,280.5564811,280.5604681,global_gini_tree_not_certified,101,integer optimal solution,certificate_rejected,False,exact_status_native_bound_not_equal_verified_upper_bound,0.7185040707549651,0.7185040707549651,0.7185040707549709,0.7185040707549651,0.7185040707549709,8.034971495686369e-15,0,0,False,0,0,5.773159728050814e-15,5.773159728050814e-15,False,8.034971495686369e-15,24962,0,1,2198846,88.08773335469914,88.97317182668357,3.4298958,140,12580,133.5579435,cover=21|gub_cover=4|flow_cover=116|clique=18|fractional=2|mir=27|flow_path=0|disjunctive=0|implied_bound=366|zero_half=2|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,11351,1032,113440,0.0058005,266.2181318,results/gf_global_gini_tree_strict_flow_round/runs/stage1__V12_M2__f0__300s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.3422,0.3788,0.22,3.42,137.22,10070,1005,107234,2472,12,277.13648109999997
stage1__V12_M2__f1__300s,stage1,V12_M2,V12-control,F1,zero-return,300,294.0,6.0,294.2062743,294.209248,global_gini_tree_time_limit,107,time limit exceeded,time_limit_valid_bound,False,none,0.718504070754971,0.7164002762715835,0.7185040707549709,0.7164002762715835,0.7185040707549709,0.002928020270193887,0.002103794483387489,0.002103794483387489,False,0.002103794483387489,0.002928020269786525,0.002103794483387378,0.002103794483387378,False,0.002928020270193887,26729,1955,1,1951928,73.02660032174792,90.85122356277361,3.2495248,138,14396,131.5608297,cover=23|gub_cover=4|flow_cover=121|clique=14|fractional=2|mir=30|flow_path=0|disjunctive=0|implied_bound=334|zero_half=0|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,11327,1008,113344,0.0066348,279.5970037,results/gf_global_gini_tree_strict_flow_round/runs/stage1__V12_M2__f1__300s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.3422,0.3758,0.2,3.23,210.22,10046,981,107138,2472,12,290.9762743
stage1__V12_M2__f2__300s,stage1,V12_M2,V12-control,F2,normalized,300,294.0,6.0,294.3424678,294.34644,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.7091473669724021,0.7185040707549709,0.7091473669724021,0.7185040707549709,0.013022478456854416,,,False,,,0.00935670378256881,0.00935670378256881,False,0.013022478456854416,28227,7425,0,2128439,75.40436461543912,95.8984960986999,3.0695693,127,17706,222.5465891,cover=21|gub_cover=2|flow_cover=52|clique=13|fractional=3|mir=35|flow_path=0|disjunctive=0|implied_bound=306|zero_half=1|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,11615,1008,113920,0.0061392,279.7268558,results/gf_global_gini_tree_strict_flow_round/runs/stage1__V12_M2__f2__300s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.3423,0.3793,0.2,3.08,371.48,10334,981,107714,2472,12,291.2624678
stage1__V12_M2__f3__300s,stage1,V12_M2,V12-control,F3,normalized-start-coupled,300,294.0,6.0,294.3419129,294.3445924,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.7062257728245096,0.7185040707549709,0.7062257728245096,0.7185040707549709,0.017088696404405676,,,False,,,0.012278297930461313,0.012278297930461313,False,0.017088696404405676,26476,7454,0,2151158,81.2493579090497,89.94981292044189,3.5961747,124,16852,234.69386749999998,cover=19|gub_cover=2|flow_cover=46|clique=13|fractional=3|mir=29|flow_path=0|disjunctive=0|implied_bound=288|zero_half=2|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,11663,1008,114568,0.0063966,279.7999996,results/gf_global_gini_tree_strict_flow_round/runs/stage1__V12_M2__f3__300s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.3423,0.3782,0.23,3.59,375.78,10382,981,108338,2472,12,290.75191290000004
stage1__V12_M2__off__300s,stage1,V12_M2,V12-control,off,off,300,294.0,6.0,294.4636087,294.4670656,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.7081037277152368,0.7185040707549709,0.7081037277152368,0.7185040707549709,0.014474995289596535,,,False,,,0.010400343039734139,0.010400343039734139,False,0.014474995289596535,39860,10554,0,1738410,43.61289513296538,135.36477453351267,1.8628862,140,25105,122.4355441,cover=19|gub_cover=0|flow_cover=24|clique=20|fractional=3|mir=28|flow_path=0|disjunctive=0|implied_bound=381|zero_half=0|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,11013,720,112144,0.0066268,279.7071216,results/gf_global_gini_tree_strict_flow_round/runs/stage1__V12_M2__off__300s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.3422,0.3715,0.11,1.86,543.45,9732,693,105938,2472,12,292.6036087
stage2__high_imbalance_seed3201__f0__900s,stage2,high_imbalance_seed3201,V20-control,F0,round20-current,900,882.0,18.0,882.3902803,882.3930946,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,2.354289796945837,2.4434031919432,2.354289796945837,2.4434031919432,0.03647101521811984,,,False,,,0.08911339499736304,0.08911339499736304,False,0.03647101521811984,13014,7670,0,4761683,365.8892730905179,14.748575874584008,6.7431051,93,10265,707.0868217000001,cover=44|gub_cover=5|flow_cover=188|clique=0|fractional=2|mir=41|flow_path=0|disjunctive=0|implied_bound=713|zero_half=25|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,11916,3376,66725,0.0127891,862.0742697,results/gf_global_gini_tree_strict_flow_round/runs/stage2__high_imbalance_seed3201__f0__900s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,2.0445,2.1311,0.31,6.73,857.03,9853,3292,48804,4030,120,875.6602803
stage2__high_imbalance_seed3201__f3__900s,stage2,high_imbalance_seed3201,V20-control,F3,normalized-start-coupled,900,882.0,18.0,882.3725077,882.3756038,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,2.3615384055165625,2.4434031919432,2.3615384055165625,2.4434031919432,0.03350441167326615,,,False,,,0.08186478642663753,0.08186478642663753,False,0.03350441167326615,11896,6466,0,4048305,340.3080867518494,13.48183436835336,6.1692877,91,9112,503.7859376,cover=46|gub_cover=9|flow_cover=111|clique=0|fractional=3|mir=56|flow_path=0|disjunctive=0|implied_bound=624|zero_half=28|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,13176,3316,71465,0.0126418,862.0644486,results/gf_global_gini_tree_strict_flow_round/runs/stage2__high_imbalance_seed3201__f3__900s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,2.0445,2.1399,0.42,6.16,728.42,11035,3232,52017,4186,120,876.2125077000001
stage2__high_imbalance_seed3201__plain__900s,stage2,high_imbalance_seed3201,V20-control,plain,plain,900,882.0,18.0,882.0456285,882.0472831,time_limit,107,time limit exceeded,time_limit_valid_bound,False,none,2.443403191940941,2.0454744604803006,2.4434031919432,2.0454744604803006,2.4434031919432,0.16285839880009037,0.39792873146064034,0.39792873146064034,False,0.16285839879931638,0.16285839879265115,0.3979287314628994,0.3979287314628994,False,0.16285839880009037,69112,34769,42,0,0.0,78.35422314549797,-1,0,0,,,0,0,0,882.0456285,882.0456285,,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,1.6859,1.7679,0.06,2.12,82.56,4880,2051,22257,290,70,879.9256285
stage2__high_imbalance_seed3202__f0__900s,stage2,high_imbalance_seed3202,V20-control,F0,round20-current,900,882.0,18.0,882.1989459,882.2024955,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,1.711104860232672,1.7493134520506337,1.711104860232672,1.7493134520506337,0.021842049961470156,,,False,,,0.03820859181796177,0.03820859181796177,False,0.021842049961470156,6659,3200,0,3826888,574.6940982129449,7.548184035979134,7.2352944,108,4825,642.052201,cover=32|gub_cover=5|flow_cover=343|clique=1|fractional=0|mir=41|flow_path=0|disjunctive=0|implied_bound=859|zero_half=37|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,11895,3370,66704,0.0140684,861.9919176,results/gf_global_gini_tree_strict_flow_round/runs/stage2__high_imbalance_seed3202__f0__900s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,1.3017,1.4488,0.28,7.22,360.01,9441,3310,48232,4746,66,874.9789459
stage2__high_imbalance_seed3202__f3__900s,stage2,high_imbalance_seed3202,V20-control,F3,normalized-start-coupled,900,882.0,18.0,882.2339928,882.2378943,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,1.699286432788388,1.7493134520506337,1.699286432788388,1.7493134520506337,0.02859808755463546,,,False,,,0.05002701926224562,0.05002701926224562,False,0.02859808755463546,6753,3302,0,3395783,502.85547164223306,7.6544318798775715,6.116027,94,4943,325.385439,cover=44|gub_cover=5|flow_cover=118|clique=1|fractional=0|mir=51|flow_path=0|disjunctive=0|implied_bound=729|zero_half=29|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,13155,3310,71444,0.0130361,861.9999778,results/gf_global_gini_tree_strict_flow_round/runs/stage2__high_imbalance_seed3202__f3__900s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,1.3018,1.4313,0.44,6.11,370.24,10585,3250,51478,5026,66,876.1239928
stage2__high_imbalance_seed3202__plain__900s,stage2,high_imbalance_seed3202,V20-control,plain,plain,900,882.0,18.0,882.6816002,882.6834069,time_limit,107,time limit exceeded,time_limit_valid_bound,False,none,1.8233520046098808,1.0958078442164707,1.8233520046098812,1.0958078442164707,1.8233520046098812,0.39901464914838186,0.7275441603934101,0.7275441603934101,False,0.39901464914838175,0.39901464912649814,0.7275441603934105,0.7275441603934105,False,0.39901464914838186,59100,19306,59,0,0.0,66.95506056386469,-1,0,0,,,0,0,0,882.6816002,882.6816002,,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.8661,0.9396,0.06,1.7,1072.99,4888,2065,22702,234,34,880.9816002
stage2__moderate_seed3301__f0__900s,stage2,moderate_seed3301,V20-primary-regression,F0,round20-current,900,882.0,18.0,882.2777161,882.280341,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.04582865871585926,0.04915255266474515,0.04582865871585926,0.04915255266474515,0.06762403514538042,,,False,,,0.003323893948885888,0.003323893948885888,False,0.06762403514538042,5803,2775,0,1976142,340.53799758745475,6.57729408111025,6.4289041,150,4140,606.9743382,cover=46|gub_cover=0|flow_cover=117|clique=0|fractional=2|mir=30|flow_path=0|disjunctive=0|implied_bound=1416|zero_half=11|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,11925,3378,67136,0.0167978,862.0042273,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3301__f0__900s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.0328,0.0345,0.28,6.41,663.81,10695,3283,60749,2258,102,875.8677161
stage2__moderate_seed3301__f3__900s,stage2,moderate_seed3301,V20-primary-regression,F3,normalized-start-coupled,900,882.0,18.0,882.3596217,882.3623925,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.04644363580241004,0.04915255266474515,0.04644363580241004,0.04915255266474515,0.055112434969793386,,,False,,,0.0027089168623351118,0.0027089168623351118,False,0.055112434969793386,7311,3013,0,1276691,174.626042948981,8.285737266528862,5.1320796,165,4997,626.8933286,cover=24|gub_cover=1|flow_cover=26|clique=0|fractional=6|mir=27|flow_path=0|disjunctive=0|implied_bound=906|zero_half=8|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,13185,3318,71876,0.0178581,861.9703688,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3301__f3__900s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.0328,0.0347,0.47,5.11,811.43,11889,3223,64100,2390,102,877.2496217
stage2__moderate_seed3301__plain__900s,stage2,moderate_seed3301,V20-primary-regression,plain,plain,900,882.0,18.0,900.3179934,900.3202628,time_limit,107,time limit exceeded,time_limit_valid_bound,False,none,0.05360311996637976,0.04056839676271183,0.05360311996637973,0.04056839676271183,0.05360311996637973,0.24317097982064054,0.013034723203667928,0.013034723203667928,False,0.013034723203667928,0.24317097936699014,0.0130347232036679,0.0130347232036679,False,0.24317097982064054,116900,34039,57,0,0.0,129.84301197683916,-1,0,0,,,0,0,0,900.3179934,900.3179934,,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.0195,0.0244,0.03,0.75,3796.56,4922,2087,22914,222,18,899.5679934
stage2__moderate_seed3302__f0__900s,stage2,moderate_seed3302,V20-control,F0,round20-current,900,882.0,18.0,882.3029944,882.3057808,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.14237041903480138,0.19563620654901237,0.14237041903480138,0.19563620654901237,0.2722695785908444,,,False,,,0.05326578751421099,0.05326578751421099,False,0.2722695785908444,7341,5260,0,3709910,505.3684784089361,8.320270980143462,6.2873419,122,6182,794.0021297000001,cover=13|gub_cover=13|flow_cover=195|clique=0|fractional=8|mir=44|flow_path=0|disjunctive=0|implied_bound=399|zero_half=20|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,11903,3372,67088,0.016936,862.0179653,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3302__f0__900s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.1018,0.112,0.36,6.27,582.02,10711,3316,63178,2184,32,876.0329944
stage2__moderate_seed3302__f3__900s,stage2,moderate_seed3302,V20-control,F3,normalized-start-coupled,900,882.0,18.0,882.3472431,882.359629,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.1429418160190675,0.19563620654901237,0.1429418160190675,0.19563620654901237,0.26934886675357533,,,False,,,0.05269439052994487,0.05269439052994487,False,0.26934886675357533,11162,6788,0,3503475,313.87520157677835,12.650348360339315,7.4562411,135,8864,800.5985416,cover=21|gub_cover=9|flow_cover=97|clique=0|fractional=4|mir=43|flow_path=0|disjunctive=0|implied_bound=337|zero_half=13|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=1|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,13163,3312,71828,0.0173574,862.0231808,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3302__f3__900s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.1018,0.1094,0.59,7.44,747.67,11971,3256,67858,2184,32,874.9072431
stage2__moderate_seed3302__plain__900s,stage2,moderate_seed3302,V20-control,plain,plain,900,882.0,18.0,902.5681553,902.5704602,time_limit,107,time limit exceeded,time_limit_valid_bound,False,none,0.20445010767962482,0.12248660886057412,0.20445010767962485,0.12248660886057412,0.20445010767962485,0.4008973130378012,0.0819634988190507,0.0819634988190507,False,0.0819634988190507,0.4008973128417155,0.08196349881905073,0.08196349881905073,False,0.4008973130378012,150400,67663,53,0,0.0,166.635615401265,-1,0,0,,,0,0,0,902.5681553,902.5681553,,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.0957,0.1091,0.06,0.88,3673.75,4916,2087,23046,180,0,901.6881553
stage2__tight_T_seed3101__f0__900s,stage2,tight_T_seed3101,V20-control,F0,round20-current,900,882.0,18.0,882.2292246,882.2334713,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.04458885779971086,0.10725273413394144,0.04458885779971086,0.10725273413394144,0.5842636725323334,,,False,,,0.06266387633423058,0.06266387633423058,False,0.5842636725323334,13530,3808,0,5354766,395.76984478935697,15.336150314148187,4.7706427,151,8519,547.9678231,cover=21|gub_cover=5|flow_cover=266|clique=0|fractional=5|mir=44|flow_path=0|disjunctive=0|implied_bound=580|zero_half=22|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,11939,3382,67170,0.0169343,862.0107184,results/gf_global_gini_tree_strict_flow_round/runs/stage2__tight_T_seed3101__f0__900s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.0029,0.0146,0.39,4.75,424.33,10151,3266,59535,3376,152,877.4792246
