selection_id,generated_local_station_index,source_station_row_index,legacy_internal_index,station_id,station_name,original_capacity,original_utm_easting_m,original_utm_northing_m,selected_utm_easting_m,selected_utm_northing_m,is_depot,geographic_selection_seed,geographic_regime,replicate,anchor_source_station_row_index,distance_from_anchor_m,selection_order
cb443_V50_compact_r2,23,383,384,1792225684155730482,65 Ln & Metropolitan Ave,24,593422.985,4507408.623,593422.985,4507408.623,False,229065628,compact,2,437,1548.956021,23
cb443_V50_compact_r2,24,363,364,30985a9c-afe4-4b98-a72c-2c72bb35603e,Greene Ave & Grandview Ave,17,592253.648,4507104.995,592253.648,4507104.995,False,229065628,compact,2,437,1576.803924,24
cb443_V50_compact_r2,25,366,367,837b7db3-55c6-4595-a497-834972631752,Stanhope St & Fairview Ave,17,591974.164,4507132.945,591974.164,4507132.945,False,229065628,compact,2,437,1619.290856,25
cb443_V50_compact_r2,26,359,360,d11db4cd-f9bf-430b-ac19-104fef323b24,60 Pl & Linden St,21,592764.681,4507018.439,592764.681,4507018.439,False,229065628,compact,2,437,1661.689576,26
cb443_V50_compact_r2,27,381,382,cd118a8f-a7d1-4b7a-a6d3-d9e875cb29df,Metropolitan Ave & 65 Ln,26,593664.635,4507406.119,593664.635,4507406.119,False,229065628,compact,2,437,1704.315126,27
cb443_V50_compact_r2,28,361,362,15e1568b-f502-47a2-9d3d-b5aaa1edc239,Palmetto St & Traffic Ave,21,593390.025,4507074.024,593390.025,4507074.024,False,229065628,compact,2,437,1813.848574,28
cb443_V50_compact_r2,29,350,351,55a4dc76-d839-4e06-9bf4-2f343391343c,Woodward Ave & Harman St,19,591997.259,4506905.632,591997.259,4506905.632,False,229065628,compact,2,437,1828.673288,29
cb443_V50_compact_r2,30,347,348,1abd4668-ed6b-4930-8177-17239ae75a9e,Fairview Ave & Linden St,19,592387.207,4506800.563,592387.207,4506800.563,False,229065628,compact,2,437,1864.205923,30
cb443_V50_compact_r2,31,353,354,6908ae75-b9a1-4f20-b192-95dc43e858a8,64 St & Woodbine St,19,593300.470,4506939.668,593300.470,4506939.668,False,229065628,compact,2,437,1893.416333,31
cb443_V50_compact_r2,32,337,338,272c0389-5e4a-41a9-ad6c-2dccdfa55af9,Madison St & Forest Ave,25,592716.055,4506650.341,592716.055,4506650.341,False,229065628,compact,2,437,2020.741181,32
cb443_V50_compact_r2,33,336,337,8f3a6711-fd05-4ce1-acf8-9d72b4a1bf97,Menahan St & Onderdonk Ave,20,592112.071,4506640.599,592112.071,4506640.599,False,229065628,compact,2,437,2059.071653,33
cb443_V50_compact_r2,34,339,340,ed1199e4-d9a6-4d9e-8c81-62bcd7510a11,67 Ave & Fresh Pond Rd,30,593196.450,4506678.564,593196.450,4506678.564,False,229065628,compact,2,437,2097.258973,34
cb443_V50_compact_r2,35,338,339,a3e2b360-f050-48ea-b8c8-57d897b8f7fc,Harman St & Seneca Ave,19,591831.278,4506663.764,591831.278,4506663.764,False,229065628,compact,2,437,2109.410056,35
cb443_V50_compact_r2,36,329,330,968d40e0-2a5b-4f6c-a161-fad1631b609b,60 Pl & 67 Ave,15,592953.397,4506588.916,592953.397,4506588.916,False,229065628,compact,2,437,2118.441470,36
cb443_V50_compact_r2,37,360,361,5ffde991-1125-443e-bc97-6827b2b9c97b,Jefferson St & Cypress Ave,25,591096.057,4507021.080,591096.057,4507021.080,False,229065628,compact,2,437,2165.712683,37
cb443_V50_compact_r2,38,325,326,e9b3a725-6963-4151-8f7f-9beeb51fa20f,Menahan St & Seneca Ave,16,592033.930,4506537.487,592033.930,4506537.487,False,229065628,compact,2,437,2176.107964,38
cb443_V50_compact_r2,39,320,321,16836c76-c412-4ec3-bac8-3c6a5a3d9745,Madison St & Woodward Ave,20,592580.393,4506485.442,592580.393,4506485.442,False,229065628,compact,2,437,2176.317055,39
cb443_V50_compact_r2,40,321,322,1057229c-f8f8-4014-80cd-f40421c61cf0,Onderdonk Ave & Gates Ave,19,592302.388,4506487.530,592302.388,4506487.530,False,229065628,compact,2,437,2183.114663,40
cb443_V50_compact_r2,41,342,343,498d7e8e-5164-4f26-9ce6-399947d73b1a,Suydam St & St Nicholas Ave,17,591278.840,4506722.452,591278.840,4506722.452,False,229065628,compact,2,437,2296.711405,41
cb443_V50_compact_r2,42,310,311,941ea42c-47fe-4d63-a6f5-e0e200f01633,Catalpa Ave & Woodward Ave,19,592805.057,4506289.515,592805.057,4506289.515,False,229065628,compact,2,437,2389.300093,42
cb443_V50_compact_r2,43,315,316,b1e496f1-43cf-48d0-be49-ab0d760c00bf,Fresh Pond Rd & 69 Ave,28,593309.110,4506386.875,593309.110,4506386.875,False,229065628,compact,2,437,2409.775680,43
cb443_V50_compact_r2,44,305,306,26cae473-0e59-4af7-bad5-bb6fec85c8bc,Madison St & Seneca Ave,22,592400.183,4506233.392,592400.183,4506233.392,False,229065628,compact,2,437,2429.790143,44
cb443_V50_compact_r2,45,348,349,9b721468-3b28-429d-9e13-580cdf00a6a4,Wyckoff Ave & Jefferson St,27,590917.793,4506807.394,590917.793,4506807.394,False,229065628,compact,2,437,2443.958190,45
cb443_V50_compact_r2,46,356,357,cd4b8e12-b2c7-479b-900d-59cf7d8c4276,Stewart Ave & Johnson Ave,17,590733.341,4506974.446,590733.341,4506974.446,False,229065628,compact,2,437,2450.188974,46
cb443_V50_compact_r2,47,326,327,c4e9905f-457b-4be0-a878-2aa53fa0b09b,Hart St & Wyckoff Ave,24,591241.922,4506557.239,591241.922,4506557.239,False,229065628,compact,2,437,2456.614047,47
cb443_V50_compact_r2,48,335,336,e612122d-e0fd-4ebf-8d51-0f48f9d1b580,Willoughby Ave & Wyckoff Ave,23,591104.146,4506637.482,591104.146,4506637.482,False,229065628,compact,2,437,2464.245707,48
cb443_V50_compact_r2,49,319,320,b636a06c-c10e-417a-ac22-14cadb8f8993,65 St & Otto Rd,21,593672.127,4506478.047,593672.127,4506478.047,False,229065628,compact,2,437,2472.234896,49
cb443_V50_compact_r2,50,304,305,87091002-cc25-452a-b5d9-f8d0c3fce422,Cypress Ave & Palmetto St,25,592188.240,4506202.268,592188.240,4506202.268,False,229065628,compact,2,437,2479.484180,50
